0	avoir trové. » 	Sire fait elle enuellopee |quil ne la pouoit cengnoistre pour pour ce 	0|1
407	qu’ele geta Lancelot d’une tor 	que elle iecta lancelot hors de prison de une tour la 	355
408	ou Meleagans l’avoit mis en prison, ne sai por quoi. 	ou il lauoit mis. 	356
409|410	Quant ele l’ot delivré, |si le tint avec li tant 	Quant elle leust deliure elle le tint auec elle 	357
411	qu’il fu garis,	tant qu il fut gary: 	358
412	kar molt avoit eu mesaise en la prison, 	et moult y auoit eu mesaise. 	359
413	et puis l’envoia a la cort le roi Artu 	et puis lenuoia a la court du roy artus la 	360
414	ou il ocist Meleagan, ce savons nos or bien. 	ou il occist meleagant. 	361
415	Mais si tost com li parent sorent 	mais tantost |que ses parens sceurent 	362|363
416|417	qu’ele avoit Lancelot osté de la prison, si distrent |qu’ele l’avoit fait por Meleagan ocirre; 	que elle auoit iecte lancelot hors de prison ilz la occuperent de la mort de meleagant. 	364
418	si le pristrent a force 		
419	et l’acheisonerent de sa mort 		
420	et distrent	et fut dit 	365
421|422	que, |s’ele ne trovoit 	que se elle ne trouuoit 	366
423	qui l’en desfendist. 	qui la deffendist 	367
424	qu'il feroient de lui justice si grant 	que len feroit de elle telle iustice 	368
425	com l’en doit fere de cele	que len deuoit faire de femme 	369
426	qui son frere ocist. 	qui son frere auoit occis.	370
427	Et ele dist 	Et elle dit 	371
428	qu’ele troveroit bien 	que elle trouueroit bien 	372
429	qui la desfendroit: 	qui len deffendroit.	373
430	si mist jor d’amener I. chevalier por li desfendre, 	Si lui fut iour determine de trouuer ung cheualier pour elle deffendre. 	374
431	si s’est puis porchaciee en Pluisors liex,	Et elle a depuis pour chasse en plusieurs lieux 	375
432	mais onques ne trova chevalier 	mais oncques ne trouua cheualier 	376
433	qui ses armes en osast prendre contre celui 	qui ses armes osast prendre centre celui 	377
434	qui apelee l’avoit. 	qui lauoit appelle. 	378
435	Or si est tant la chose alee 	Or est tant la chose allee 	379
436	que li jors est aterminés a hui ; 	que le iour est ennuy termine: 	380
437|438	si n’a trové la pucele nul desfendeor et por ce dient li un et li autre |qu’ele est atainte del meffet 	si na trouue nul desfendeur. 	381
439	que l’en li met sus : 		
440|441	si l’ont jugiee, |ce m’est vis, a ardoir le matin 	et pource lont iugiee a estre arse au matin 	382
442	et por ce 	et cest la cause 	383
443|444	qu’il m’en membroit, |or em ploroie je si durement,	qui me fait plourer	384
445	kar certes ele estoit une des plus cortoises damoiseles ! del monde et une des plus vaillans. — 	car elle estoit une des plus haultes damoiselles du monde: et des plus uaillantes. 	385
446	Or me dites, damoisele, fet Lancelos, 	OR me dictes damoiselle fait lancelot	386
447	et s’ele trovoit demain 	se elle trouuoit demain 	387
448	qui la deffendist, 	qui la deffendist 	388
449|450	dont ne seroit ele quite del jugement |que l’en a fet ? — Sire, fet ele, je ne sai. — 	ne seroit elle pas quicte du iugement. Sire dit elle ie ne scay.	389
451|452	Et est ce, fet il, gaires loing |que ele est ? — Sire. fet ele, il n’i a	Et esse fait il gaires loingz dicy. Sire dit elle il ny a que six lieues anglesches/ 	390
453|454	que. VI. lieues englesches. |Se vos leviés demain matin, vos i seriés ains prime. — 	et se uous partiez demain matin uous y seriez demain a prime. 	391
455	Ou le porrai je, fet il, trover ? — 	Et|ou la pourroie ie fait il trouuer. 	392|393
456	Al chastel a, fet ele, de Floego 	En la forest de florega: 	394
457	et cis chemins vos i menra droit, 	et ce chemin icy uous y menera tout droit 	395
458	se vos le volés tenir. — 	se uous le sauez tenir. Il se part de la damoiselle 	396
459|460	Or vos commant a Dieu, damoisele », fet il. |Si s’em part atant 	et la commande a dieu. 	397
461	et cele s’en vet faisant son duel. 	Et celle sen reua faisant son deul. 	398
462	Et il chevalche tant 	et il cheuauche |tant 	399|400
463	qu’il vint fors de la forest, 	quil uint hors de la forest 	401
464|465	si vit devant lui une maison de religion |et il torne cele part 	si uoit deuant lui une maison de religion.Il tourne celle part pour hebergier. 	402
466	por herbergier.		
467|468	Et quant il i vint, |si trueve a la porte IlII. des freres 	Et quant il uint la si trouua deux freres 	403
469	qui ja avoient chanté complie 	qui auoient chantee complie:	404
470	et estoient venu hors? al serain; 	et ilz estoient uenus hors au serain 	405
471	si saillent encontre lui 	si saillent encontre lui 	406
472	por fere descendre 	pour le descendre 	407
473	et dient 	et dient 	408
474	que bien soit il venus; 	que bien soit il uenu. 	409
475|476	si le font entrer laiens |et li demandent 	aprez lui demandent 	410
477|478	s’il a mengié, |et il dist 	sil menga huy. Il dit 	411
479	que nenil, 	que nenny. 	412
480	et il font erraument mettre la table, 	et ilz font incentinent mettre la table le pain et le uin dessus 	413
481	mais il dist 	mais il dit 	414
482	qu’il ne mengera devant 	qu il ne mengera |deuant 	415|416
483	qu’il ait esté al mostier, 	quil ait este au monstier dire ses oraisons	417
484	lar il n’i entra hui. 	car il ny auoit |huy este 	418|419
485	Lors entre en l’eglise. 	Lors entre en leglise	420
486	por orer et en ce 	et ainsi 	421
487	qu’il se fu agenoilliés, 	quil fut agenoullons 	422
488	si regarde a destre 	si regarde a dextre partie	423
489|490	et voit unes prones d’argent trop richement fetes a floretes d’or et a oisials et a bestes, |et dedens avoit V. chevaliers armés, les hialmes es testes, les espees es mains, 	et uoit unes prones dargent moult bien faictes a florectes dor a bestes et a oiseaulx de diuerses manieres Dedens auoit cinq cheualiers armez de toutes armes les espees en leurs mains 	424
491	ausi apresté de deffendre 	ainsi prestz a deffendre 	425
492|493	que se l’en les volsist asaillir. |De ce se merveilla molt Lancelos ; 	comme se len uoulsist assaillir. De ce se merueille lancelot 	426
494	si se drece erraument et vet cele part, 	si se dresse sur piez et ua celle part 	427
495	si salue les chevaliers 	et salue les cheualiers. 	428
496	et il dient 	Et ilz dient 	429
497	que bien soit il venus. 	que bien soit il uenu. 	430
498	Et il entre dedens les prones par un petit huisselet a 	et lancelot entre dedens les prones par ung petit huysset 	431
499	et esgarde les prones	et regarde les prones 	432
500	qui tant sont riches 	qui tant sont belles et riches 	433
501	qu’il ne cuide pas 	quil ne cuide pas 	434
502	que nus rois les peust esligier; 	que ung roy les peust esligier. 	435
503	puis voit delés les chevaliers une tombe, la plus riche 	et uoit delez les cheualiers une tombe la plus riche 	436
504	qui onques fust fete par home, kar ele ert tote d’or fin a chieres pierres precioses	que encques feust ueue de nul homme: |car elle estoit de fin or a pierres precieuses 	437|438
505	qui molt valoient miels d’un grant roialme. 	qui plus ualloient que ung grant royaume.	439
506	Se la tumbe fu de grant bialté, 	Et se la tombe fut de grant beaute/ 	440
507|508	nient ne monte la bialtés envers la richece |dont ele estoit 	ce nestoit riens enuers la grant richesse: 	441
509	et avec ce estoit ele la greignor 	et auec ce estoit elle la greigneure 	442
510	que Lancelos eust onques veue : 	qu il uist encques. 	443
511	si se merveille molt 	si est moult esmerueillie	444
512	qui puet estre li princes 	qui pouoit estre le prince 	445
513	qui dedens fu mis. Il demande as chevaliers 	qui fut illec mis. |Et il demande aux cheualiers 	446|447
514	qui sont iluec. « Sire, font il, nos gardons le cors 	qui illec sont |de quoy ilz seruent. Sire nous gardons le corps 	448|449
515	qui en ceste tumbe est. 	qui gist dedens ceste tombe 	450
516	qu'il n’en soit portez fors de çaiens;	qu il ne soit porte hors de ceans. 	451
517	si somes. V. 	Si sommes cinq 	452
518	por garder le de jors, par nuit en i a autres. V. 	pour le garder chacun iour: |et par nuit en y a autres cinq 	453|454
519	qui font autretel servise comme nos faisons de jors. — 	qui font autel seruice comme nous faisens de iour. 	455
520|521	Et |por quoi, fet Lancelos, avez vos poor 	Et pour quoy auez uous paour fait lancelot 	456
522	qu’il n’en soit portés? — Sire, font il, 	quil ne soit emporte. Sire fent ilz pource	457
523|524	por ce que uns des freres de çaîens |qui molt est preudom et de sainte vie nos dist n’a encor gaires 	que ung des freres de ceans nous dist na encores gaires 	458
525	que uns chevaliers vendroit ceste part 	que ung cheualier uendroit ceste part 	459
526	qui a force l’en osteroit 	qui a force len osteroit 	460
527	et fors de cest païs l’en feroit porter. 	et hors de ce pais le feroit porter	461
528	Et nos, gens de ceste terre, voldrions miels morir	et nos gens de ceste terre aymeroient mieulx mourir 	462
529	qu’il fust remués d’entre nos : 	que il fust remue dentre nous 	463
530|531	por ce |si le gardons issi 	car le preudomme nous dist	464
532	com vos veez, 		
533	lar li preudom i nos dist 		
534	que li chevaliers ne demoreroit pas 	que le cheualier ne demouroit pas 	465
535	qu’il ne venist — 	quil ne uenist. 	466
536	Or me dites. fet Lancelos, 	Or me dictes fait lancelot. 	467
537	ne fu cil molt haus princes 	Ne feust pas cest cheualier hault prince 	468
538	a cui l’en fist si haute sepulture? — Sire, font cil, haus hom fu il et riches; avec ce 	a qui len feist ceste sepulture. Sire font ilz ce fust ung hault homme et riche/ 	469
539	qu’il fu haus hom fu il li plus preudom 	auec ce fust le plus preudomme 	470
540	qui onques fust a son tens. — 	qui onques fust en son temps. 	471
541	Ha, Diex, fet Lancelos, 	Haa dieux fait lancelot 	472
542|543	qui fu il ?— Sire, font il, |se vos conoissiés letres, veoir le porriés, 	qui fust il. Sire font ilz sy uous cengnossies lettres bien pouries scauoir 	473
544	kar ses nons est escris el chief de cele lame. » 	qui il fust/ |car son nen est escript au chief de celle lame/ 	474|475
545	Lors va Lancelos cele part, 	lors ua lancelot celle part 	476
546	si regarde les letres 	sy treuue les lettres 	477
547	qui dient: «	qui disoient.	478
548	Ci gist Galehout li fiz a la Jaiande, li sires des Lointaignes Isles a, 	Icy gist gallehault le filz a la gayande 	479
549	qui por l’amor de Lancelot morut. » 	qui pour lamour de lancelot mourust/ 	480
550	Et quant il vit ce, 	et il uoit ce si chiet pausme. 	481
551	si chiet pasmés et gist grant piece a terre 	et geust grant piece a terre 	482
552	sans mot dire; 	sans mot dire	483
553	et li chevalier le corent relever, 	et les cheualiers le courent releuer 	484
554	si se merveillent molt 	si se merueillent 	485
555	qu’il puet estre. 	qui il peult estre. 	486
556	Et quant il revint de pasmison, 	Et quant il est leue de paumoisens	487
557	si s’escrie: «	si se escrie et dist/ 	488
558	Ha, las! 	Helas quelle douleur 	489
559	Quel dolor et quel damage!» 	quel ennuy|et quel dommage/ 	490|491
560|561	Et lors fiert l’un poing en l’autre |et esgratine son viaire 	lors se tourne a part 	492
562|563	si qu’il en fet le sanc salir de totes pars, |si se prent as chevels 	et pleure	493
564|565	et se fiert grans cops del poing en mi le front et en mi le pis et crie si durement |qu’il n’i a celui 	et crie monlt durement 	494
566|567	qui tote pitiés n’en preigne; |si se laidenge et maldit l’ore 	si que cest pitie de le uoir et mauldit leure 	495
568|569	qu’il fu nes |et dit: « 	qui fust onques ne et dit.	496
570	Ha, Diex ! 	Haa dieux 	497
571	Quel damage, 	quel dommage 	498
572|573	quel perte del plus preudome del monde |qui mors est por le plus vil chevalier et por le plus malvés 	et quelle parte du plus preudomme du mende. ceulx de leans le regardent a merueilles/ 	499
574	qui onques fust ! 		
575	Tant fet Lancelos grant duel 		
576	que tuit cil de laiens le vienent regarder a merveille; 		
577	si li demandent 	ains crie 	500
578|579	qui il est |et il ne puet mot dire,	et se debat et deschire. 	501
580|581	ains crie totes voies |et se debat et descire. 	et apies 	502
582|583	Quant il a son duel demené grant piece, |si regarde les letres 	qu il a son deul demene grant piece il regarde les lettres	503
584	qui dient 	qui dient 	504
585	que por lui est mors Galehout; 	que pour luy mourust galle. 	505
586	si dist 	Si dist 	506
587	que or seroit il trop malvés, 	que ores seroit bien mauuais 	507
588	s’il ausi ne moroit por 	sil ne mouroit pour luy. 	508
589	lui:si saut maintenant jus des prones 	Si sault hors du prosne 	509
590	et pensa qu’il iroit querre s’espee 	et dist |que il yra querir son espee/ 	510|511
591	et qu’il s’en ocirroit, 	et que il se occira 	512
592	kar ausi avoit ele esté Galehout a, 	quant ainsy est galle. mort pour lui 	513
593|594	Et maintenant qu’il fu issus del mostier, |si encontra une des damoiseles del Lac, cele 	et a lissue du menstier il encentra une des damoiselles a la dame du lac celle	514
595|596	qui a Boort avoit parlé devant le chastel de Honguefort |et ele le conuit bien, 	a qui boort auoit parle au chastel de honguesfort et celle le print par le poing et le arreste/ 	515
597	si le prent par le pan de la cote 		
598|599	et l’areste. « |Qu’est ce ? fet ele. 	quoy fait elle 	516
600	Ou alés vos ensi ? — 	ou alles uous ainsy/ 	517
601	Ha, damoisele, fet il, laissiés moi mes dolors finer, 	Haa damoiselle fait il laissies moy mes douleurs parfournir. 	518
602	kar jamés n’avroie joie ne repos en cest siecle. — Parlés, fet ele, a moi. » 	car ia mais ne auray ioie ne repos en ce siecle/ |Parles a moy fait elle 	519|520
603	Et il ne li dit mot,	et il ne luy respent mot 	521
604	ains se lance outre 	ains se lance oultre 	522
605	si qu’il li eschape des mains.	si que il luy eschappe des mains 	523
606	Et quant ele l’en vit aler, 	et quant elle le uoit 	524
607|608	si li crie: « Je vos deffent, fet ele, |par la rien 	ainsy aller si dist. Sire ie uous deffens de par la riens 	525
609	que vos plus amez en cest monde 	que plus aimes 	526
610	que vos n’ailliés avant tant	que uous ne alles en auant premier 	527
611	que vos aiés parlé a moi. » 	que aies parle a moy/	528
612	Et il s’areste, 	et il sarreste 	529
613	si la regarde 	si la regarde. 	530
614|615	et quant il la conut, |si li dist 	Et il la congnoit il dist 	531
616	que bien soit ele venue. « 	que bien soit elle uenue. 	532
617	En non Dieu, fet ele, vos me deuissiés fere plus bele chiere	Eu nen dieu fait elle uous me deussies faire plus belle chere 	533
618	que vos ne me fetes, al mains 	que uons ne faictes au moins pource 	534
619|620	por ce que je sui messages vostre dame del Lac. — |Ha, damoisele, fet il, 	que ie suys a uostre dame du lac. damoiselle fait il ne uous desplaise	535
621	por Dieu ne vos poist, 		
622	certes je ai tant de dolor 		
623	que nus for Diex ne me porroit conforter, 		
624	ne a ne cuidiés 	et ne cuidiez pas 	536
625	que jamés aie joie 	que iamaiz iaie ioie 	537
626	por aventure 	pour auanture	538
627	qui me puist avenir. — En non Dieu, fet ele, 	qui me puisse aduenir. |Eu nen dieu fait elle si aures. 	539|540
628	si avrois. Escotez 	Or escoutes 	541
629	que ma dame vos mande. —	que ma dame uous mande Elle uous mande 	542
630	Or dites, fet il. — 	que uous ostes le corps de gallehault 	543
631	Ele velt, fet ele,	qui est ceans 	544
632	que vos ostés le cors Galehout de caiens et le fetes porter en litiere en la Dolerose Garde 	et le faictes porter dedens le chastel de la douloureuse garde 	545
633	et iluec soit mis en la tombe meismes 	et soit mis en la tombe 	546
634	ou vos trovastes vostre non escrit; 	ou uous trouuastez son nom en escript 	547
635	et ele le velt ensi, 	et elle le ueul ainsy pource 	548
636|637	por ce |qu’ele set bien 	quelle scait bien 	549
638	que en cel lieu sera vostre cors enterrez. » 	que en ce mesmes lieu sera uostre corps enterre. 	550
639|640	Et quant il l’ot, |si en est molt liés	Et quant il entent ce sy dist	551
641|642	et dist |que molt li sont ces noveles plaisans, 	que moult luy sent ces nouuelles plaisans 	552
643	kar tot ensi le fera il ; 	car tout ainsy le fera il/ 	553
644	puis demande 	puys demande 	554
645	comment sa dame le fet. « 	comment sa dane le fait/	555
646	Par foi, fet ele, ele a esté. VIlI. jors deshaitiee trop durement, 	par ma foy elle a este uiii. iours malade durement	556
647	kar ele trova en son sort, 	car elle trouua en son sort 	557
648|649	si com ele meismes me dist puis,|que si tost com vos troveriés la tombe Galehout, 	que si tost comment uous trouueries la tombe de gal. 	558
650	que vos vos ocirriés de duel, 	que uous uous occiries de deul 	559
651	se vos n’estiés destornez. 		
652|653	Por ce m’envoia ele ça a grant besoing, |si vos mande	et pour ce menuoia elle ceste part et uous prie 	560
654|655	que vos laissiés le duel ester, |qu’il ne vos puet fere se nuire non, 	que uous lessies ce deul 	561
656	et vos prie par la rien	et |que pour la riens 	562|563
657	que vos plus amés 	que uous plus ames 	564
658|659	que vos al plus bel |que vos porrois vos reconfortés, 	que uous uous reconfortes le plus beau 	565
660	et se vos ensi ne le fetes, bien sachiés 	que uous pourres. |et se uous ne le faictes ainsy sachies 	566|567
661	que al premier besoing 	que au premier affaire 	568
662	que vos avrois de li, ele vos faudroit. » 	que uous aures elle uous fauldra. 	569
663	Et il dist 	et il dyt 	570
664	qu’il se confortera, 	qui se cenfortera puys 	571
665	puis qu’ele le velt. « 	quelle ueult. 	572
666	Or vos covient, fet ele, vos armes prendre, 	Or uous cenuient uos armes prendre 	573
667	kar je voi bien	car le scay bien tant des cheualiers de ceans 	574
668	qu’il ne le vos en lairont mie en pes porter	quilz ne le uous lesserent point emporter 	575
669|670	tant com il le porront deffendre.» |Et il dist 	tant quilz le puyssent deffendre.	576
671	qu’il i morroit ançois 		
672|673	qu’il ne l’ostast de laiens; |si se vet armer 	si sen ua armer tout maintetenant/ 	577
674	et la damoisele vient tantost as chevaliers 	et la damoiselle uient aulx cheualiers 	578
675	qui gardoient la tombe, 	qui gardoient la tombe 	579
676	si lor dist: « Seignor, fet ele, volés vos destorner ce 	si leur dist. Seigneurs uoulles uous deffendre ce 	580
677|678	qu’il covient estre a force ?»|et demandent 	qui cenuient a estre oste a force/ 	581
679|680	por quoi ele le dist. « Je le di, fet ele, |por le cors 	ie le dys fait elle pour le corps 	582
681	que vos gardez	que uous gardes 	583
682	et si savés bien 	car uous saues bien 	584
683|684	qu’il en sera ostez. — Non sera, font il, |que nos puissons. — En non Dieu, fet ele, 	qu il sera oste	585
685	si iert, 		
686|687	et bien sachiés, fet ele, |que cil est venus 	car celuy est uenu 	586
688	qui l’en ostera. 	qui len ostera/ 	587
689	Et se vos le contredites, vos en morrois tuit: 	et se uous centredistes uous en mourres tous. 	588
690	por ce vos vendroit il miels 	Et pour ce uauldroit il mieulx 	589
691	que vos le laississiés atant, 	que uous le lessies uenir 	590
692	ains que vos vos en façois ocirre. » 	que de uous faire occire. 	591
693	Et cil dient 	Et ceulx dient 	592
694|695	que ja tant|com il soient vif n’en sera portés. « 	que tant quilz seront uifz ne le lesront emporter. 	593
696	Et bien sache, font il, li chevaliers 		
697	qui venus est 		
698	por avoir le, 		
699	que s’il estoit encore plus preus 		
700	que Lancelos n’est,		
701	si n’en menra il point. — 		
702	Or verrons, fet ele,		
703	comment il vos en avendra. » 		
704	A ces paroles vint laiens Lancelos tos armés 	A ces parolles uint leans lancelot tout arme. 	594
705	et quant li chevalier le voient venir, 	Et quant les cheualiers le uoyent uenir 	595
706	si li demandent 	si luy demandent 	596
707	qu’il velt fere. « Je vueil, fet il, avoir le cors 	que il ueult faire ie uueil |auoir fait il le corps 	597|598
708	qui laiens est. —	qui leans gist. 	599
709	Par foi, font il, vos ne l’avrois mie por nient. Nos ¡ morrons ançois tuit 	Par ma foy font il uous ne laures point |ains y mourrent tous 	600|601
710	que vos l’enportois. — A morir, fet il, en estes donc tuit, 	que uous lemportes. au mourrir estes uous tous uenus 	602
711	puis que a mains 	puis que a moins 	603
712|713	ne vos en volés soffrir !» |Si saut dedens les prones 	ne uous en uoulles passer 	604
714	et il li corent sus, 		
715	kar arrieres le cuident fere sailir 		
716|717	por poor de morir; |si le fierent par la 	Ceulx sont dedens les prosnes 	605
718|719	ou il le pueent ataindre |et il ot el poing l’espee nue ; 	et il leur court sus incentinent et eulx a luy. lancelot tire son espee toute nue 	606
720	si lor done grans cops et pesans 		
721|722	et fiert le premier |qu’il encontre si durement 	et frappe sur eulx en telle maniere 	607
723|724	que por le hialme ne por la coife de fer ne remaint |qu’il ne li mete l’espee 	que le premier 	608
725	jusqu’al test;		
726|727	et il le hurte de soi, |Si l’abat a terre.	quil attaint il le met par terre. 	609
728|729	Et lors saillent molt irieement tuit li autre, |si depiecent son escu et son hialme et son hauberc et le blecent en pluisors lieus. 	lors le assaillent les aultres moult uigoureusement: 	610
730|731	Mais il ne li chaut de rien |qu’il li facent, 	mais peu leur prouffite: 	611
732	kar tant est dolens 	car tant est dolent 	612
733	que nus plus; 	que nul plus. 	613
734	si lor laisse corre par grant ire et lor done de l’espee si grans cops 	si leur laisse courir par grant ire tant	614
735	que tos les fet guenchir avant lui. 	que tous les fait reculer de lui. 	615
736	Et lors esgarde celui des IllI.	Lors regarde lun des quatre 	616
737|738	qui plus li faisoit mal |et cil estoit molt grans et molt fors; 	qui plus lui faisoit mal a son auiz	617
739|740	et Lancelos |qui le vient ataignant li done par mi le hialme si grant cop 	si lui donne sur son heaume tel coup 	618
741	qu’il en fet le feu saillir, 	qu il en fait le feu saillir/ 	619
742	et l’espee glace 	et lespee glace 	620
743	qui de droit ne fu pas ferue. 		
744|745	si descent desus la senestre espaule. Li cops fu grans et par ire ferus, |et bien i parut 	si descent sur la destre espaulle du cheualier: 	621
746	que l’espee cola par mi l’espaule a al chevalier, 		
747	si que li bras a tote l’espaule chiet desus le pavement. 	si que le bras lui cheut atout lespee sur le pauement. 	622
748|749	Et lors sont molt esmaié li autre troi, |si font molt malvés samblant d’els deffendre 	Celui trebucha a terre 	623
750	por le grant cop 	et se pasma de langoisse 	624
751	qu’il ont veu 	quil sentist. 	625
752|753	et por l’espee |que chescuns d’els a ja sentie jusqu’al sanc. 	Lors sont moult esmaiez les autres .iii. 	626
754	Et Lancelos lor cort sus 	et lancelot leur court sus	627
755	et en fiert I. el hialme 	et en fiert tellement ung ament le heaume 	628
756	si qu’il le fet flatir a terre d’ambesdeus les paumes. 	qu il le fait flatir a terres 	629
757	Et quant li autre dui voient ce, 	Et quant les autres deux uoient ce 	630
758	si tornent en fuies vers l’uis a garison; 	si tournent uers luys a garant. 	631
759|760	et Lancelos vint ataignant le deerrain, |si le fiert par entre l’escu et le bras 	Et lancelot uient attaignant le derrain par entre lescu et le col	632
761	si qu’il li trenche le poing 	si lui trenche le bras: 	633
762|763	et li escus chiet a terre, |et cil torne en fuies 	et lescu chiet a terre. Lancelot court a lautre 	634
764	qui maheignié se sent. 		
765	Et Lancelos vient a l’autre 		
766|767	qui ja se relevoit, |sel fiert de l’espee si grant cop 	qui ia se releuoit et le fiert si grant coup 	635
768	qu’il li fet le hialme voler en la place. 	qu il lui fait uoler le heaume de la teste en la place. 	636
769	Et quant cil sent son chief nu, 	Quant celui sent sa teste 	637
770	si cria merci 	nue il crie mercy 	638
771	et dist 	et dit 	639
772|773	qu’il ne l’ocie pas,|kar il est pres de sa volenté fere. « 	qu il est prest de faire sa uoulente. Il te conuient 	640
774	Or te covient donc, fet Lancelos, fiancer 	denc promettre dit lancelot 	641
775	que tu le cors mon seignor Galehout conduiras a la Dolerose Garde et iluec le feras garder 	que tu conduiras le corps de gallehaut a la douloureuse garde 	642
776	tant que je i viegne; 	tant que ie y uiengne/ et	643
777	et se l’en te demande 	se len te demande 	644
778	qui t’i envoie, 	qui te y enuoie 	645
779	si diras « cil	si dis: celui 	646
780	qui ot les ames blanches le jor 	qui eut les blanches armes le iour 	647
781	que li chastials fu conquis. » 	que le chasteau fut cenquis 	648
782|783	Et il li fiance |que tot ensi le fera il. 	et cefui lui promet. 	649
784	Lors prent Lancelos la lame par le plus gros chief, 	Lors prent lancelot la lame par le gros chief 	650
785	si tire de grant force 	et la tire de si graut force 	651
786	qu’a pou 	que a peu 	652
787|788	qu’il ne se deront tos, |si que li sans li vole par mi le nes et par mi la boche 	quil ne se derompt tout et tant 	653
789	et li cors li sue d’anguoisse. 	que le corps lui sue dangoisse/ 	654
790	Mais por tote la destrece ne remaint 	mais nulle douleur 	655
791	qu’il n’ait la tombe levee en haut à; mes nule dolors 	quil eust 	656
792	qu’il eust onques ne monte rien a cele dolor 	mais ne monte riens a celle douleur 	657
793	qu’il ot, 	qu il eust 	658
794	quant il vit le cors Galehout tot ensi armé 	quant il uist le corps de gallehaut tout arme ainsi 	659
795	com il estoit; 	comme il estoit. 	660
796	si trova s’espee delés lui 	Si trouua son espee empres lui 	661
797|798	qui molt estoit et bone et clere; et sans faille de l’espee meesmes |se fust il ocis,	qui tant estoit benne et belle. et sans faulte il sen eust occiz 	662
799	se la damoisele ne li eust tolue erraument. 	se la damoiselle ne lui eust ostee. 	663
800	Lors fist Lancelos une biere fere de fust 	Lors fist lancelot une biere de fust	664
801	et la fist covrir des plus riches pailes de laiens, 	et la fist couurir du plus riche drap de leans.	665
802	et quant il l’ot atornee al plus richement 	Quant il leust apointe le mieulz 	666
803|804	qu’il pot, li chevaliers prisons li dist: « Sire, fet il, |se l’en movoit tot de nuis, ce seroit sens. — 	qu il peut le cheualier prisonnier lui dist. Sire il seroit bon de emporter le corps de nuit. 	667
805	Por quoi ? fet il. — 	Pour quoy fait lancelot 	668
806	Por ce que, 	Pource fait il 	669
807	se li chevalier de cest païs savoient 	que se les cheualiers de ce pais sauoient 	670
808|809	que l’en len deust porter, il feroient gaitier les trespas |si qu’il seroit arestés en alcun lieu ;	que len le deust emporter ilz feroient garder le trespas. 	671
810	et por ce vos loeroie je 	Et pour ce uous conseilleroie 	672
811	qu’il meust orendroit, 	que on partist 	673
812	kar il seroit bien eslongiés, 	car il seroit bien eslongnie 	674
813	ains qu’il fust jors, XX. lieues englesches. 	ains qu il feust iour dix lieues anglesches.	675
814	Et il s’i acorde bien; 	Et il se y accorde/ 	676
815	si met la litiere sor Il. palefrois amblans 	si met la littiere sur deux pallefrois amblans 	677
816	et enportent ensi Galehout fors de sa region; 	et emportent ainsi gallehaut hors de la maison. 	678
817	si en font li frere grant duel	Si en ont les freres grant deul 	679
818	et molt en sont corocié et dolenta de ce 	et sont dolens 	680
819|820	que l’en l’enporte. |Et Lancelos le convoie grant piece de nuis, plorant et regretant sa proesce et sa valor et	que on lemportoit. Lancelot le compartie uoie grant piece de la nuit plourant et plaignant et regrettant sa prouesse et sa ualeur. 	681
821	se ne fust la damoisele 	Et se ne feust la damoiselle 	682
822	qui avec lui estoit molt en eust plus fet 	qui auec lui estoit moult en eust fait plus 	683
823	qu’il ne fist, 	quil ne faisoit: 	684
824	mais ele l’en detorna, 	mais elle len destourna. 	685
825	et il deffendi al chevalier 	Et lancelot commande au cheualier	686
826	que il nel feist en terre metre devant 	qu il ne feust enterre |deuant 	687|688
827	que il fust venus. 	quil uenist. 	689
828	Si se part atant li uns de l’autre 	Si se depart de lui 	690
829|830	et il retorne a l’abeie, |si se couche, c’onques la nuit ne volt mengier ne boivre por chose 	et retourne a la religien se couchier	691
831	que l’en li deist, 		
832|833	ains plora |et dolosa tot adés; 	et oncques ne uoulut la boire ne mengier. 	692
834	si li anuioit molt li jors 	si lui ennuya moult le iour 	693
835	qui tant demoroit a venir. a Al matin,	qui tant demouroit a uenir. 	694
836	si tost 	Et au matin 	695
837	com li jors aparut, se leva 	si tost comme le iour apparust |se leua	696|697
838|839	et oi messe entre lui et la damoisele |et puis s’arma. 	et ouist messe lui et la damoiselle. 	698
840	Lors » li dist ele les noveles de Boort 	Lors elle lui dist nouuelles de boort 	699
841|842	et ce|qu’ele en avoit veu devant Honguefort, 	et que elle lauoit ueu deuant a honguefort 	700
843	et il en fu molt liés. 	et comment il le fait. 	701
844	Et ele li dist: « Sire, il vos vet querant 	et il en fut moult ioyeux. Aprez elle lui dit. Sire il uous ua querant 	702
845	ne jamés ne finera tant 	ne iamais ne finera 	703
846	qu’il vos avra trové. — Damoisele, fet il, 	deuant |quil uous aura trouue. Damoiselle fait lancelot 	704|705
847	se vos le cuidiés trover ains de moi, je vos voldroie proier 	se uous le trouuez |auant que moy ie uous uouldroie prier 	706|707
848|849	que vos feissiés tant por moi |que vos li portissiés ceste espee 	que uous lui porteissiez ceste espee 	708
850	qui fu mon seignor Galehout, 	qui fut a mon compaignen gallehaut 	709
851	et li dites 	et lui dictes	710
852	qu’il la DOrt de par moi, 	quil la porte de par moy 	711
853	que molt est bone. » 	car elle est moult bonne et belle. 	712
854	Et ele dist 	Et elle dist 	713
855	qu’ele le trovera par tens 	que elle le trouuera par temps 	714
856	et bien fera cest message; 	et bien fera ce message. 	715
