502	si distrent qu’ele l’avoit fait por Meleagan ocirre;	si distrent quelle lauoit fait|pour occire meleagant	410|411
503	si le pristrent a force	Et la prindrent a force	412
504	et l’acheisonerent de sa mort	et laccuserent de sa mort	413
505	et distrent que	et distrent	414
506	s’ele ne trovoit	que selle ne trouuoit	415
507|508	qui l’en desfendist|qu'il feroient de lui justice	qui la dessendist quilz feroient telle iustice de lie	416
509	si grant com l’en doit fere de cele	que len deuroit faire de femme	417
510	qui son frere ocist	qui son frere a occis	418
511	Et ele dist qu’ele troveroit bien	Et elle dist quelle trouueroit bien	419
512	qui la desfendroit:	qui la defendroit	420
513	si mist jor d’amener I	si a mis iour damener auant ung cheualier	421
514	chevalier por li desfendre	pour la deffendre	422
515	si s’est	si sest	423
516	puis porchaciee en Pluisors liex	puis pourchacee en plusieurs lieux	424
517	mais onques ne trova chevalier	mais oncquez ne trouua cheualier	425
518	qui ses armes en osast prendre contre celui	qui armes en osast prendre encontre celuy	426
519	qui apelee l’avoit	qui lauoit appellee	427
520|521	Or|si est tant la chose alee	Ores est tant la chose alee	428
522	que li jors est aterminés a hui ;	que le iour est termine a huy	429
523	si n’a trové la pucele nul desfendeor	si na encor trouue la pucele nul deffendeur	430
524	et por ce dient li un	Et par ce dient les ungs	431
525	et li autre qu’ele est atainte del meffet	et les autres quelle est atainte du meffait	432
526	que l’en li met sus :	que len luy mect sus	433
527	si l’ont jugiee	si lont iugee	434
528|529	ce m’est vis|a ardoir le matin	si mest aduis a ardoir le matin	435
530|531	et por ce qu’il m’en membroit|or em ploroie je	Et pour ce quil men menbroit ores plouroye ie	436
532	si durement	si fort	437
533	kar certes ele estoit une des plus cortoises damoiseles ! del monde	car elle estoit une des plus uaillans	438
534	et une des plus vaillans	et des plus courtoises damoiseles du monde De celle mesmes matiere dessus dicte	439
535|536	— Or me dites|damoisele	Or me dictes damoisele fait lancelot	440
537	fet Lancelos		
538	et s’ele trovoit demain	et selle trouuoit demain	441
539|540	qui la deffendist|dont ne seroit ele quite del jugement	qui la deffendist ne seroit alle pas quicte du iugenent	442
541	que l’en a fet	que lon a fait	443
542	— Sire		
543|544	fet ele|je ne sai	Sire fait elle ie ne scay	444
545	—		
546	Et est ce		
547	fet il		
548|549	gaires loing|que ele est	et est ce fait il gueres loing quelle est	445
550	— Sire		
551|552	fet ele|il n’i a que	Sire fait elle il ny a	446
553|554	VI|lieues englesches	que six lieues anglesches	447
555|556	Se vos leviés demain matin|vos i seriés ains prime	se uous leuiez demain matin uous y seriez auant prime Ou la pourray ie fait il trouuer ou chastel de fleago fait ella	448
557	— Ou le porrai je		
558	fet il		
559	trover		
560	— Al chastel a		
561	fet ele		
562	de Floego		
563|564	et cis chemins vos i menra droit|se vos le volés tenir	et ce chemin uous y mennra droit se uous le uoulez tennir	449
565|566	— Or vos commant a Dieu|damoisele	Oe uous commande ie a dieu damoisele fait il	450
567|568	fet il|Si s’em part atant	si sem part atant	451
569	et cele s’en vet faisant son duel	et elle sen uait faisant son deul	452
570	Et il chevalche tant qu’il vint fors de la forest	Et il cheuauche tant|quel uient hors de la fourest	453|454
571	si vit devant lui une maison de religion	si uoit deuant luy une maison de religion	455
572	et il torne cele part por herbergier	et il tourne celle part|pour herbrega	456|457
573	Et quant il i vint	Et quant il y uint	458
574|575	si trueve a la porte IlII|des freres	si treuue a la porte quatre des freres	459
576	qui ja avoient chanté complie	qui ia auoient chante complies	460
577|578	et estoient venu hors|al serain;	et estoient uenuz au serain	461
579	si saillent encontre lui por fere descendre	si saillent encontre luy|pour le descendre	462|463
580	et dient	et dient	464
581	que bien soit il venus;	que bien soit il uenu	465
582	si le font entrer laiens	si le font entrer leans	466
583	et li demandent s’il a mengié	et luy demandent sil a mange	467
584	et il dist	et il dit	468
585	que nenil	que non	469
586	et il font erraument mettre la table	Et ilz font erraument mectre la table	470
587	mais il dist qu’il ne mengera devant qu’il ait esté al mostier	Mais il dit quil ne mangera deuant ce|quel ait este au monstier	471|472
588	lar il n’i entra hui	Car il ny entra huy	473
589	Lors entre en l’eglise	Lors entre en leglise	474
590	por orer	pour orer	475
591	et en ce qu’il se fu agenoilliés	Et ainsi quil sen fu agenouille	476
592	si regarde a destre	si regarde a destre	477
593	et voit unes prones d’argent trop richement fetes a floretes d’or	et uoit unes prones dargent trop richement faute a flouretes dor	478
594	et a oisials	et a oiseaux	479
595	et a bestes	et a bestes	480
596	et dedens avoit V		
597	chevaliers armés		
598	les hialmes es testes		
599|600	les espees es mains|ausi apresté de deffendre	et dedans auoit cincq cheualiers armez ses heaumes es testes les espees es mains aussi aprestez de deffendre commen se len les uoulsist assaillir	481
601	que se l’en les volsist asaillir		
602	De ce se merveilla molt Lancelos ;	De ce se merueille moult lancelot	482
603	si se drece erraument	si se drece erranment	483
604	et vet cele part	et uait celle part	484
605	si salue les chevaliers	si salue les cheualiers	485
606	et il dient	et ilz dient	486
607	que bien soit il venus	que bien soit il uenu	487
608	Et il entre dedens les prones par un petit huisselet a	Et il entre parmy ung petit huisset dedans les proues	488
609	et esgarde les prones	Et regarde les prones	489
610	qui tant sont riches qu’il ne cuide pas	qui sont tant riches|que il ne cuide pas	490|491
611	que nus rois les peust esligier;	que ung roy les peust esliger	492
612|613	puis voit delés les chevaliers une tombe|la plus riche	Et puis uoit de la les cheualiers une tombe la plus riche	493
614	qui onques fust fete par home	qui oncquez fust ueue par hom̃e	494
615|616	kar ele ert tote d’or fin a chieres pierres precioses|qui molt valoient miels d’un grant roialme	car elle estoit toute dor fin a pierres precieuses	495
617|618	Se la tumbe fu de grant bialté|nient ne monte la bialtés envers la richece	qui plus ualoient dung grant royaume De la tombe fu de grant beaute riens ne monte la biaute enuers la richece	496
619	dont ele estoit	dont elle estoit	497
620	et avec ce estoit ele la greignor	et auec ce estoit elle sa plus grant	498
621	que Lancelos eust onques veue :	que lancelot eut oncquez ueue	499
622	si se merveille molt	si se merueille moult	500
623	qui puet estre li princes	qui puet estre le prince	501
624|625	qui dedens fu mis|Il demande as chevaliers	qui dedans fu mis Il demande es cheualiers quilz font ilecquez	502
626	qui sont iluec		
627	Sire		
628|629	font il|nos gardons le cors	Sire font ilz nous gardons le corps	503
630|631	qui en ceste tumbe est|qu'il n’en soit portez fors de çaiens;	qui est en ceste tombe quil nen soit porte de ceans	504
632|633	si somes|V	si y sommes u	505
634	por garder le de jors	pour le garder chascun iour	506
635|636	par nuit en i a autres|V	Et de nuyt en y a autre cincq	507
637|638	qui font autretel servise comme nos faisons de jors|—	qui y font tel seruice comme nous faisons chascun iour	508
639	Et por quoi	Et pour quoy fait elle auez uous paour quil en soit ouste	509
640	fet Lancelos	Sire font ilz	510
641|642	avez vos poor qu’il n’en soit portés|— Sire	pour ce	511
643|644	font il|por ce que uns des freres de çaîens	que ung des freres de ceans	512
645	qui molt est preudom	qui moult est preudomme	513
646	et de sainte vie nos dist n’a encor gaires	et de sainte uie nous dist na encor gueres	514
647	que uns chevaliers vendroit ceste part	que ung cheualier uiendroit ceste part	515
648	qui a force l’en osteroit	qui a force sen osteroit	516
649|650	et fors de cest païs l’en feroit porter|Et nos	et hors de ce pays len feroit porter deuant nous	517
651|652	gens de ceste terre|voldrions miels morir qu’il fust remués d’entre nos : por ce	Et nous de ceste terre aymerions mieulx mourir quil fust remue dentre nous	518
653|654	si le gardons issi com vos veez|lar li preudom i nos dist	pour ce le gardons nous ainsi comme uous ueez Car le preudomme nous dist	519
655	que li chevaliers ne demoreroit pas qu’il ne venist — Or me dites	que le cheualier ne demourroit pas quil ne uenist De celle mesmes matiere dessus dicte	520
656	fet Lancelos	Or me dictes fait lancelot	521
657	ne fu cil molt haus princes a cui l’en fist	fut il pas moult hault prince a|qui len fist	522|523
658	si haute sepulture	si riche sepulture	524
659|660	— Sire|font cil	Sire font ilz il fu	525
661	haus hom fu il	si riche|et o tout ce quil fu	526|527
662	et riches; avec ce qu’il fu haus hom fu il li plus preudom	si hault homme|il fu le plus preudomme	528|529
663	qui onques fust a son tens	qui oncquez fust en son temps	530
664|665	— Ha|Diex	haa dieu fait il	531
666	fet Lancelos		
667	qui fu il	qui fut il	532
668	— Sire		
669	font il		
670|671	se vos conoissiés letres|veoir le porriés	Sire font il se uous cognoissez lectres uous le pourrez tantost sauoir	533
672	kar ses nons est escris el chief de cele lame	car son nom est escript ou bout de celle lame	534
673	Lors va Lancelos cele part	Lors uait lancelot celle part	535
674	si regarde les letres	si regarde les lectres	536
675	qui dient Ci gist Galehout li fiz a la Jaiande	qui dient|Cy gist galehot le filz a la geande se sirz des loingtaines ysles	537|538
676	li sires des Lointaignes Isles a		
677	qui por l’amor de Lancelot morut	qui mourut|pour amour de lancelot	539|540
678	Et quant il vit ce	Et quant il uoit ce	541
679	si chiet pasmés	si chiet pasme	542
680	et gist grant piece a terre sans mot dire;	et gist grant piece a terre sans dire mot	543
681	et li chevalier le corent relever	Et le cheualier le couru releuer	544
682	si se merveillent molt qu’il puet estre	Si se merueillent moult tous quil puet estre	545
683	Et quant il revint de pasmison	Et quant il reuient de pamesons	546
684	si s’escrie Ha	si sescrie	547
685	las!	helas	548
686	Quel dolor	quel douleur	549
687	et quel damage	et quel dommage	550
688	Et lors fiert l’un poing en l’autre	et lors fiert dung ponig en lautre	551
689	et esgratine son viaire	et esgratine son uiaire	552
690	si qu’il en fet le sanc salir de totes pars	si quil en fait saillir le sang de toutes pars	553
691	si se prent as chevels	Si se prent es cheueux	554
692	et se fiert grans cops del poing en mi le front	et se fiert grans coups du poing ou front	555
693	et en mi le pis	et ou pis	556
694	et crie	et cris	557
695	si durement qu’il n’i a celui	si fort qͥl ny a celuy	558
696	qui tote pitiés n’en preigne;	qui nen ait toute pitie	559
697	si se laidenge	si se ledenge	560
698	et maldit l’ore qu’il fu nes	et maudit leure|dont il fu ne	561|562
699	et dit Ha	et dist	563
700	Diex !	haa dieu	564
701	Quel damage	quel dommage	565
702	quel perte del plus preudome del monde	et quelle perte du plus preudomme du monde	566
703	qui mors est por le plus vil chevalier	qui est mort|pour le plus uil cheualier	567|568
704	et por le plus malvés	et pour le plus mauuaiz	569
705	qui onques fust ! Tant fet Lancelos grant duel	qui onc̃qz fust Tant fait lancelot grant deul	570
706	que tuit cil de laiens le vienent regarder a merveille;	et grant plour|que tous ceulx de leans le uiennent regarder a merueille	571|572
707|708	si li demandent|qui il est	si luy demandent quil est	573
709|710	et il ne puet mot dire|ains crie totes voies	et il ne leur puet mot dire ains crie tousiours	574
711	et se debat	et se debat	575
712	et descire		
713|714	Quant il a son duel demené grant piece|si regarde les letres	et quant il a grant piece demene son deul il regarde les lectres	576
715	qui dient	qui dient	577
716	que por lui est mors Galehout;	que pour luy est mort galehot	578
717	si dist	si dist	579
718	que or seroit il trop malvés	que ores seroit il trop mauuaiz sil ne mouroit aussi	580
719	s’il ausi ne moroit por lui:si saut maintenant jus des prones	pour luy|Si sault maintenant	581|582
720	et pensa qu’il iroit querre s’espee	et dit quil yra querir sespee	583
721	et qu’il s’en ocirroit	et quil soccira	584
722	kar ausi avoit ele esté Galehout a	car aussi auoit elle este a galehot	585
723	Et maintenant qu’il fu issus del mostier	Et quant il fu sorty du monstier	586
724	si encontra une des damoiseles del Lac	si encontra une damoisele du lac	587
725	cele	celle	588
726	qui a Boort avoit parlé devant le chastel de Honguefort	qui auoit parle a boort deuant le chastel de hunguefort	589
727	et ele le conuit bien	et elle le cognoist bien	590
728	si le prent par le pan de la cote	si le prent par le pan de la cote	591
729	et l’areste	et larreste	592
730	Qu’est ce		
731|732	fet ele|Ou alés vos ensi	quest ce fait elle ou allez uous ainsi	593
733	— Ha		
734	damoisele		
735|736	fet il|laissiés moi mes dolors finer	Haa damoisele fait il laissez moy finer ma douleur	594
737	kar jamés n’avroie joie ne repos en cest siecle	car iamais nauroye ioye ne repos en ce siecle	595
738|739	— Parlés|fet ele	parlez a moy fait elle	596
740|741	a moi|Et il ne li dit mot	et il ne luy dit mot	597
742	ains se lance outre	ains se lance oultre	598
743	si qu’il li eschape des mains	si quil luy eschape des mains	599
744	Et quant ele l’en vit aler	Et quant elle len uoit aller	600
745	si li crie Je vos deffent	si luy crie	601
746|747	fet ele|par la rien	Ie uous deffens fait elle par la riens ou monde	602
748	que vos plus amez en cest monde	que uous plus amez on monde	603
749	que vos n’ailliés avant	que uous naillez plus auant iucquez a ce	604
750	tant que vos aiés parlé a moi	que ayez parle a moy	605
751	Et il s’areste	Et il se arreste	606
752	si la regarde	si la regarde	607
753	et quant il la conut	Et quant il la congnoist	608
754	si li dist	si luy dist	609
755	que bien soit ele venue		
756	En non Dieu		
757|758	fet ele|vos me deuissiés fere plus bele chiere	que bien soit elle uenue De celle mesmes matiere susdicte En nom dieu fait elle uous me deussez faire plus belle chiere	610
759	que vos ne me fetes	que uous ne faictes au moins	611
760	al mains	pour ce	612
761|762	por ce que je sui messages vostre dame del Lac|— Ha	que ie suys message de uostre dame du lac	613
763|764	damoisele|fet il	haa damoisele fait il	614
765	por Dieu ne vos poist	pour dieu ne uous poise pas	615
766	certes je ai tant de dolor	Certes iay tant de douleurs	616
767|768	que nus for Diex ne me porroit conforter|ne a ne cuidiés	que nul fors dieu ne men pourroit reconforter; ne ne ciudez pas	617
769	que jamés aie joie por aventure	que iamais iaye ioye|pour auanture	618|619
770	qui me puist avenir	qui me peust aduenir	620
771|772	— En non Dieu|fet ele	Certes fait elle	621
773	si avrois	si aurez	622
774	Escotez	escoutez	623
775	que ma dame vos mande	que madame uous mande	624
776|777	— Or dites|fet il	Or dictes fait il	625
778|779	— Ele velt|fet ele	Elle ueult fait elle	626
780	que vos ostés le cors Galehout de caiens	que uous ostez le corps galehot de ceans	627
781	et le fetes porter en litiere en la Dolerose Garde	et le faictes porter en ce mesmes fiertre ou il est ou chastel de la doloreuse garde	628
782|783	et iluec soit mis en la tombe meismes ou vos trovastes vostre non escrit;|et ele le velt ensi	et soit mis ilec en la tombe mesmes ou uous trouuastes uostre nom escript	629
784|785	por ce qu’ele set bien|que en cel lieu sera vostre cors enterrez	et elle le ueult ainsi par ce quelle sceit bien qͥ en ce lieu sera uostre corps enterre	630
786	Et quant il l’ot	Et quant il louy	631
787	si en est molt liés	si en est moult lie	632
788	et dist	et dit	633
789	que molt li sont ces noveles plaisans	que moult sont les nouuelles plaisans	634
790	kar tot ensi le fera il ;	car tout ainsi le fera il	635
791	puis demande	puis demande	636
792|793	comment sa dame le fet|Par foi	comment sa dame le fait certes fait elle	637
794	fet ele		
795	ele a esté		
796|797	VIlI|jors deshaitiee trop durement	elle a este huyt iours trop fort deshaitie	638
798|799	kar ele trova en son sort|si com ele meismes me dist puis	Car elle trouua en son sort sicomme elle mesmes me dist	639
800	que si tost com vos troveriés la tombe Galehout	que si tost|que uous trouueriez la tombe galehot	640|641
801|802	que vos vos ocirriés de duel|se vos n’estiés destornez	que uous uous occiriez de deul se uous nen estiez destourne	642
803	Por ce m’envoia ele ça a grant besoing	Et pour ce menuoya elle ca a grant besoing	643
804	si vos mande	Si uous mande	644
805	que vos laissiés le duel ester	que uous lessez ester le deul	645
806	qu’il ne vos puet fere se nuire non	car il ne uous puet|que nuyre	646|647
807	et vos prie par la rien	Et uous pry par la riens ou monde	648
808	que vos plus amés	que uous plus amez	649
809|810	que vos al plus bel|que vos porrois vos reconfortés	que uous uous reconfortez au plus bel	650
811	et se vos ensi ne le fetes	que uous pourriez	651
812|813	bien sachiés|que al premier besoing	Et se uous ne le faictes ainsi sachez bien quelle uous fauldra au premier affaire	652
814|815	que vos avrois de li|ele vos faudroit	que uous aurez besoing delle	653
816	Et il dist qu’il se confortera	Et il dit quil se reconfortera	654
817	puis qu’ele le velt	puis quelle le ueult	655
818	Or vos covient		
819|820	fet ele|vos armes prendre	Si uous conuient fait elle uoz armes prendre	656
821	kar je voi bien qu’il ne le vos en lairont mie en pes porter tant com il le porront deffendre	Car ie scay bien quilz ne le uous laisseront pas porter en paix tant quilz le pourront deffendre	657
822	Et il dist qu’il i morroit ançois qu’il ne l’ostast de laiens;	Et il dit quilz y mourront auant quil ne louste de leans	658
823	si se vet armer	si se uait armer	659
824	et la damoisele vient tantost as chevaliers	Et la damoisele uient tandis es cheualiers	660
825	qui gardoient la tombe	qui gardoient la tombe	661
826	si lor dist Seignor	si leur dist	662
827|828	fet ele|volés vos destorner ce qu’il covient estre a force	Seigneurs fait elle uoulez uous destourner ce qͥl conuient estre a force	663
829	et demandent por quoi ele le dist	Et ilz demandent|pour quoy elle le dit	664|665
830|831	Je le di|fet ele	et ie le dy fait elle	666
832	por le cors	pour ce corps	667
833	que vos gardez	que uous gardez	668
834	et si savés bien qu’il en sera ostez	et uous scauez bien quil en sera oste	669
835|836	— Non sera|font il	Non sera font ilz pas	670
837	que nos puissons	que nous puissons	671
838|839	— En non Dieu|fet ele	Certes fait elle	672
840	si iert	si sera	673
841|842	et bien sachiés|fet ele	et bien sachez	674
843	que cil est venus	que cil est uenu	675
844	qui l’en ostera	qui len oustera	676
845	Et se vos le contredites	et se uous le contredictes uous en morez tous	677
846	vos en morrois tuit: por ce vos vendroit il miels	par ce uauldroit il mieulx	678
847|848	que vos le laississiés atant|ains	que uous le laississez auant	679
849	que vos vos en façois ocirre	que uous faire occire	680
850	Et cil dient	Et ilz dient	681
851	que ja tant com il soient vif n’en sera portés	que ia tant qͥlz soient uifs nen sera il porte	682
852|853	Et bien sache|font il	Et bien sachez font ilz	683
854	li chevaliers	que si le cheualier	684
855|856	qui venus est por avoir le|que s’il estoit encore plus preus	qui est uenu estoit encor plus preu	685
857	que Lancelos n’est	que nest lancelot	686
858	si n’en menra il point	si ne lemmenera il point	687
859|860	— Or verrons|fet ele	Or uerrons fait elle	688
861|862	comment il vos en avendra|A ces paroles vint laiens Lancelos tos armés	comment il uous en prendra A ces paroles uient leans lancelot tout arme	689
863	et quant li chevalier le voient venir	et quant les cheualiers le uoyent uenir	690
864|865	si li demandent qu’il velt fere|Je vueil	si luy demandent quil ueult faire	691
866|867	fet il|avoir le cors	Ie uueil auoir fait il le corps	692
868	qui laiens est	qui est leans	693
869	— Par foi		
870|871	font il|vos ne l’avrois mie por nient	Certes font ilz uous ne laurez pas	694
872	Nos ¡ morrons ançois tuit	pour neant nous y mourrons auant tous	695
873|874	que vos l’enportois|— A morir	que uous lemportez Mourir uous en fault	696
875	fet il		
876	en estes		
877|878	donc tuit|puis que a mains ne vos en volés soffrir	puis qui a moons ne uous en pouez soufrir	697
879	Si saut dedens les prones	Si sault dedans les prones	698
880	et il li corent sus	et il luy courent sus	699
881	kar arrieres le cuident fere sailir por poor de morir;	Car arriere le cuident faire flatir|pour paour de mourir	700|701
882	si le fierent par la ou il le pueent ataindre	si le fierent par la ou ilz le peuent actaindre	702
883	et il ot el poing l’espee nue ;	et il eut ou poing lespee nue	703
884	si lor done grans cops	si leur donne grans coups	704
885	et pesans	et pesans	705
886	et fiert le premier qu’il encontre	Et fiert le premier quil encontre	706
887	si durement	si fort	707
888	que por le hialme ne por la coife de fer ne remaint qu’il ne li mete l’espee jusqu’al test;	car pour le heaume ne|pour la coiffe de fer ne demeure quil ni luy mecte lespee iucquau test	708|709
889	et il le hurte de soi	Et il le hurte de soy	710
890	Si l’abat a terre	si labas a terre	711
891	Et lors saillent molt irieement tuit li autre	Et lors lassaillent moult ireement tous les autres	712
892	si depiecent son escu	Si luy depecent son escu	713
893	et son hialme	et son heaume	714
894	et son hauberc	et son haubert	715
895	et le blecent en pluisors lieus	et le blecent en plusieurs lieux	716
896	Mais il ne li chaut de rien qu’il li facent	mais il ne luy chault de riens quil luy facent	717
897	kar tant est dolens	car tant est doulent	718
898	que nus plus;	qui plus ne puet	719
899	si lor laisse corre par grant ire	si leur laisse courre de grant ire	720
900	et lor done de l’espee	et leur donne de lespee	721
901	si grans cops	si grans coups	722
902|903	que tos les fet guenchir avant lui|Et lors esgarde celui des IllI	que tous les fait guenchir auant luy Lors regarde celuy des quatre	723
904	qui plus li faisoit mal	qui luy faisoit plus de mal a son adius	724
905	et cil estoit molt grans	et il estoit moult grant	725
906	et molt fors;	et moult fort	726
907|908	et Lancelos|qui le vient ataignant li done par mi le hialme	et lancelot lactaint par le heaume	727
909	si grant cop qu’il en fet le feu saillir	si grant coup quil en fait saillir le fer	728
910	et l’espee glace	et lespee glace	729
911	qui de droit ne fu pas ferue	qui de droit ne fu pas ferue	730
912|913	si descent desus la senestre espaule|Li cops fu grans	si luy descend dessoubz la senestre espaule le coup fu grant	731
914	et par ire ferus	et feru par yre	732
915	et bien i parut	et bien y parut	733
916	que l’espee cola par mi l’espaule a al chevalier	car lespee coula parmy lespaule au cheualier	734
917	si que li bras a tote l’espaule chiet desus le pavement	si qui le braz a toute lespaule chey dessus le pauement|et il trebuche a terre	735|736
		et se pasme de langoisse qu il sent	737
918	Et lors sont molt esmaié li autre troi	et lor sont moult esmayez les autres troys	738
919	si font molt malvés samblant d’els deffendre por le grant cop qu’il ont veu	si font moult mauuaiz semblant de deffedre|pour le grant coup quilz ont eu	739|740
920	et por l’espee	et pour lespee	741
921	que chescuns d’els a ja sentie jusqu’al sanc	que chascun a sentie icquau sanc	742
922	Et Lancelos lor cort sus	Et lancelot|qui oncquez ne recroit leur court sus	743|744
923|924	et en fiert I|el hialme	et en fiert lun amont ou heaume	745
925	si qu’il le fet flatir a terre d’ambesdeus les paumes	si quil le fait flatir a terre des deux paumes	746
926	Et quant li autre dui voient ce	Et quant les autres deux uoyent ce	747
927	si tornent en fuies vers l’uis a garison;	si tournent uers luys|pour fouir a garison	748|749
928	et Lancelos vint ataignant le deerrain	Et lancelot actaint le derrain	750
929	si le fiert par entre l’escu	si le fiert entre lescu	751
930	et le bras	et le braz	752
931	si qu’il li trenche le poing	si quil luy trenche le poing	753
932|933	et li escus chiet a terre|et cil torne en fuies	et lescu chiet a terre a cil tourne en fuye	754
934	qui maheignié se sent	qui se sent mehaigue	755
935	Et Lancelos vient a l’autre	Et lancelot reuient a lautre	756
936	qui ja se relevoit	qui se releuoit	757
937	sel fiert de l’espee	si le fiert de lespee	758
938	si grant cop qu’il li fet le hialme voler en la place	si grant coup quil luy|fait uoler le heaume en la place	759|760
939	Et quant cil sent son chief nu	Et quant il sent son chief nu	761
940	si cria merci	si me mercy	762
941	et dist qu’il ne l’ocie pas	et dit quil ne loccie pas	763
942	kar il est pres de sa volenté fere	car il est prest de faire sa uolente	764
943	Or te covient donc	Or te conuent	765
944|945	fet Lancelos|fiancer	donc fiancer	766
946	que tu le cors mon seignor Galehout conduiras a la Dolerose Garde	que tu conduyras le corps de monss galehot a la douloreuse garde	767
947	et iluec le feras garder	Et ilecquez le feras garder	768
948	tant que je i viegne;	tant que ie y uiegne	769
949	et se l’en te demande	Et se len te demande	770
950	qui t’i envoie	qui te y enuoye	771
951	si diras « cil	tu diras cil	772
952	qui ot les ames blanches le jor	qui eut les armes blanches le iour	773
953	que li chastials fu conquis	que le chasteau fut conquis	774
954	Et il li fiance	et il luy fiance	775
955	que tot ensi le fera il	que ainsi le fera il	776
956	Lors prent Lancelos la lame par le plus gros chief	Lors prent lancelot la lame par le plus gros bout	777
957	si tire de grant force qu’a pou qu’il ne se deront tos	si tire de|si grant force qua pou quil ne se derompt tout	778|779
958	si que li sans li vole par mi le nes	si que le sang luy uole par le nes	780
959	et par mi la boche	et par la bouche	781
960	et li cors li sue d’anguoisse	et le corps luy sue dangoesse	782
961	Mais por tote la destrece ne remaint qu’il n’ait la tombe levee en haut à; mes nule dolors qu’il eust onques ne monte rien a cele dolor qu’il ot	mais pour toute la destrece ne demeure pas quil ne leue la tombe en hault|ne nulle douleur quil eut oncquez	783|784
		mais ne fu rien a celle douleur quil eut	785
962	quant il vit le cors Galehout tot ensi armé com il estoit;	quant il uu le corps galehot tout ainsi arme comme il estoit	786
963	si trova s’espee delés lui	si trouua lespee pres de luy	787
964|965	qui molt estoit|et bone	qui moult estoit bonne	788
966	et clere;	et bele	789
967|968	et sans faille de l’espee meesmes se fust il ocis|se la damoisele ne li eust tolue erraument	Et sans faille de lespee mesmes se fust il occis se la damoiscle ne luy eust tollue erraument	790
969	Lors fist Lancelos une biere fere de fust	Lors fist lancelot faire une litiere de fust	791
970	et la fist covrir des plus riches pailes de laiens	et la fist couurir des plus riches pales de leans	792
971	et quant il l’ot atornee al plus richement qu’il pot	Et quant il leut atournee au plus richement quil peut	793
972|973	li chevaliers prisons li dist Sire|fet il	le cheualier prisonnier luy dist	794
974|975	se l’en movoit tot de nuis|ce seroit sens	sire fait il se len mouuoit de nuyt ce seroit grant sens	795
976|977	— Por quoi|fet il	pour quoy fait il	796
978	— Por ce que	par ce	797
979	se li chevalier de cest païs savoient	que si les cheualiers de ce pays sauoient	798
980|981	que l’en len deust porter|il feroient gaitier les trespas	que len le deust la porter ilz feroient guecter les trepas	799
982	si qu’il seroit arestés en alcun lieu ;	si quil seroit arreste en aucun lieu	800
983	et por ce vos loeroie je qu’il meust orendroit	et pour ce uous loueroye ie quil meust maintenant	801
984|985	kar il seroit bien eslongiés|ains qu’il fust jors	car il sera bien esloigne auant quil soit iour de uingt lieues anglesches	802
986	XX		
987	lieues englesches		
988	Et il s’i acorde bien;	Et il|si accorde bien	803|804
989|990	si met la litiere sor Il|palefrois amblans	si mect la litierie sur deux palefroys amblans	805
991	et enportent ensi Galehout fors de sa region;	et emportent ainsi galehot hors de la religion	806
992	si en font li frere grant duel	si en font les freres grant deul	807
993	et molt en sont corocié	et sont moult corroucez	808
994	et dolenta de ce	et doulans de ce	809
995	que l’en l’enporte	qui len lemporte	810
996	Et Lancelos le convoie grant piece de nuis	Et lancelot li conuoye grant piece de nuyt plourant	811
997	plorant	et plaignant	812
998	et regretant sa proesce	et regretant sa prouesce	813
999	et sa valor	et sa ualeur	814
1000	et se ne fust la damoisele	et se ne fust la damoisele	815
1001	qui avec lui estoit molt en eust plus fet qu’il ne fist	qui auec luy estoit|moult en eust plus fait quelle ne fist	816|817
1002	mais ele l’en detorna	mais elle len destourna	818
1003|1004	et il deffendi al chevalier|que il nel feist en terre metre devant	et il deffendy au cheualier quil ne le fist mectre en terre uicquez a ce	819
1005	que il fust venus	que luy mesmes y fust	820
1006	Si se part atant li uns de l’autre	Si se part atant lun de lautre	821
1007	et il retorne a l’abeie	et lancelot retourne a labaye	822
1008|1009	si se couche|c’onques la nuit ne volt mengier ne boivre por chose	si si couche ne oncquez la nuit ne uoult boyre ne manger	823
1010|1011	que l’en li deist|ains plora	pour chose quon luy dist ains pleura	824
1012	et dolosa tot adés;	et dolousa	825
1013	si li anuioit molt li jors	si luy ennuyoit moult le iour	826
1014	qui tant demoroit a venir	qui tant demouroit a uenir	827
1015	a Al matin	Au matin|si tost	828|829
1016|1017	si tost com li jors aparut|se leva	que le iour apparu se leua lancelot	830
1018	et oi messe entre lui	et ouy misse luy	831
1019	et la damoisele	et la damoisele	832
1020	et puis s’arma	et puis sarma	833
1021	Lors li dist ele les noveles de Boort	et lors luy dist elle les nouueles de boort	834
1022	et ce qu’ele en avoit veu devant Honguefort	et ce quelle en auoit ueu deuant hunguefort	835
1023	et il en fu molt liés	et il en fut moult lie	836
1024	Et ele li dist Sire	si luy dist	837
1025|1026	il vos vet querant ne jamés ne finera tant qu’il vos avra trové|— Damoisele	Sire il uous uait querant ne iamais ne finera iucqua ce quil uous ait trouue	838
1027	fet il		
1028|1029	se vos le cuidiés trover ains de moi|je vos voldroie proier	Haa damoistle fait il se uous le cuidiez trouuer auant moy ie uous uoudroye prier	839
1030	que vos feissiés tant por moi	que uous feissez tant|pour amour de moy	840|841
1031	que vos li portissiés ceste espee	que uous luy portassee ceste espee	842
1032	qui fu mon seignor Galehout	qui fu a messire galehot	843
1033	et li dites qu’il la DOrt de par moi	et luy dices quil la porte de par moy	844
