524	et por ce dient li un		
525	et li autre qu’ele est atainte del meffet		
526	que l’en li met sus :		
527	si l’ont jugiee		
528|529	ce m’est vis|a ardoir le matin	et pource lont iugiee a estre arse au matin	368
530	et por ce qu’il m’en membroit	et cest la cause	369
531|532	or em ploroie je|si durement	qui me fait plourer	370
533	kar certes ele estoit une des plus cortoises damoiseles ! del monde	car elle estoit une des plus haultes damoiselles du monde:	371
534	et une des plus vaillans	et des plus uaillantes	372
535	— Or me dites		
536	damoisele		
537|538	fet Lancelos|et s’ele trovoit demain	OR me dictes damoiselle fait lancelot se elle trouuoit demain	373
539|540	qui la deffendist|dont ne seroit ele quite del jugement	qui la deffendist ne seroit elle pas quicte du iugement	374
541	que l’en a fet		
542	— Sire		
543|544	fet ele|je ne sai	Sire dit elle ie ne scay	375
545	—		
546	Et est ce		
547	fet il		
548|549	gaires loing|que ele est	Et esse fait il gaires loingz dicy	376
550	— Sire		
551|552	fet ele|il n’i a que	Sire dit elle il ny a	377
553|554	VI|lieues englesches	que six lieues anglesches	378
555|556	Se vos leviés demain matin|vos i seriés ains prime	et se uous partiez demain matin uous y seriez demain a prime	379
557|558	— Ou le porrai je|fet il	Et ou la pourroie ie fait il trouuer	380
559	trover		
560	— Al chastel a		
561|562	fet ele|de Floego	En la forest de florega:	381
563|564	et cis chemins vos i menra droit|se vos le volés tenir	et ce chemin icy uous y menera tout droit se uous le sauez tenir	382
565|566	— Or vos commant a Dieu|damoisele	Il se part de la damoiselle	383
567|568	fet il|Si s’em part atant	et la commande a dieu	384
569	et cele s’en vet faisant son duel	Et celle sen reua faisant son deul	385
570	Et il chevalche tant qu’il vint fors de la forest	et il cheuauche tant quil uint hors de la forest	386
571	si vit devant lui une maison de religion	si uoit deuant lui une maison de religion	387
572	et il torne cele part por herbergier	Il tourne celle part|pour hebergier	388|389
573	Et quant il i vint	Et quant il uint la	390
574|575	si trueve a la porte IlII|des freres	si trouua deux freres	391
576	qui ja avoient chanté complie	qui auoient chantee complie:	392
577|578	et estoient venu hors|al serain;	et ilz estoient uenus hors au serain	393
579	si saillent encontre lui por fere descendre	si saillent encontre lui|pour le descendre	394|395
580	et dient	et dient	396
581	que bien soit il venus;	que bien soit il uenu	397
582|583	si le font entrer laiens|et li demandent s’il a mengié	aprez lui demandent sil menga huy	398
584	et il dist	Il dit	399
585	que nenil	que nenny	400
586	et il font erraument mettre la table	et ilz font incentinent mettre la table le pain|et le uin dessus	401|402
587|588	mais il dist qu’il ne mengera devant qu’il ait esté al mostier|lar il n’i entra hui	mais il dit qu il ne mengera deuant quil ait este au monstier dire ses oraisons	403
589|590	Lors entre en l’eglise|por orer	car il ny auoit huy este Lors entre en leglise	404
591	et en ce qu’il se fu agenoilliés	et ainsi quil fut agenoullons	405
592	si regarde a destre	si regarde a dextre partie	406
593|594	et voit unes prones d’argent trop richement fetes a floretes d’or|et a oisials	et uoit unes prones dargent moult bien faictes a florectes dor a bestes	407
595	et a bestes		
596|597	et dedens avoit V|chevaliers armés	et a oiseaulx de diuerses manieres Dedens auoit cinq cheualiers armez de toutes armes les espees en leurs mains ainsi prestz a deffendre comme se len uoulsist assaillir	408
598	les hialmes es testes		
599	les espees es mains		
600	ausi apresté de deffendre		
601|602	que se l’en les volsist asaillir|De ce se merveilla molt Lancelos ;	De ce se merueille lancelot	409
603	si se drece erraument	si se dresse sur piez	410
604	et vet cele part	et ua celle part	411
605	si salue les chevaliers	et salue les cheualiers	412
606	et il dient	Et ilz dient	413
607	que bien soit il venus	que bien soit il uenu	414
608	Et il entre dedens les prones par un petit huisselet a	et lancelot entre dedens les prones par ung petit huysset	415
609	et esgarde les prones	et regarde les prones	416
610	qui tant sont riches qu’il ne cuide pas	qui tant sont belles|et riches quil ne cuide pas	417|418
611	que nus rois les peust esligier;	que ung roy les peust esligier	419
612|613	puis voit delés les chevaliers une tombe|la plus riche	et uoit delez les cheualiers une tombe la plus riche	420
614	qui onques fust fete par home	que encques feust ueue de nul homme:	421
615	kar ele ert tote d’or fin a chieres pierres precioses	car elle estoit de fin or a pierres precieuses	422
616	qui molt valoient miels d’un grant roialme	qui plus ualloient|que ung grant royaume	423|424
617|618	Se la tumbe fu de grant bialté|nient ne monte la bialtés envers la richece	Et se la tombe fut de grant beaute ce nestoit riens enuers la grant richesse:	425
619|620	dont ele estoit|et avec ce estoit ele la greignor	et auec ce estoit elle la greigneure qu il uist encques	426
621	que Lancelos eust onques veue :		
622	si se merveille molt	si est moult esmerueillie	427
623	qui puet estre li princes	qui pouoit estre le prince	428
624	qui dedens fu mis	qui fut illec mis	429
625	Il demande as chevaliers	Et il demande aux cheualiers	430
626|627	qui sont iluec|Sire	qui illec sont de quoy ilz seruent	431
628|629	font il|nos gardons le cors	Sire nous gardons le corps	432
630|631	qui en ceste tumbe est|qu'il n’en soit portez fors de çaiens;	qui gist dedens ceste tombe qu il ne soit porte hors de ceans	433
632|633	si somes|V	Si sommes cinq	434
634	por garder le de jors	pour le garder chacun iour:	435
635|636	par nuit en i a autres|V	et par nuit en y a autres cinq	436
637|638	qui font autretel servise comme nos faisons de jors|—	qui font autel seruice comme nous faisens de iour	437
639	Et por quoi		
640|641	fet Lancelos|avez vos poor qu’il n’en soit portés	Et pour quoy auez uous paour fait lancelot quil ne soit emporte	438
642|643	— Sire|font il	Sire fent ilz pource	439
644|645	por ce que uns des freres de çaîens|qui molt est preudom	que ung des freres de ceans nous dist na encores gaires	440
646	et de sainte vie nos dist n’a encor gaires		
647	que uns chevaliers vendroit ceste part	que ung cheualier uendroit ceste part	441
648	qui a force l’en osteroit	qui a force len osteroit	442
649	et fors de cest païs l’en feroit porter	et hors de ce pais le feroit porter	443
650|651	Et nos|gens de ceste terre	et nos gens de ceste terre aymeroient mieulx mourir	444
652|653	voldrions miels morir qu’il fust remués d’entre nos : por ce|si le gardons issi com vos veez	que il fust remue dentre nous	445
654	lar li preudom i nos dist	car le preudomme nous dist	446
655	que li chevaliers ne demoreroit pas qu’il ne venist — Or me dites	que le cheualier ne demouroit pas quil ne uenist	447
656	fet Lancelos	Or me dictes fait lancelot	448
657	ne fu cil molt haus princes a cui l’en fist	Ne feust pas cest cheualier hault prince a	449
658|659	si haute sepulture|— Sire	qui len feist ceste sepulture	450
660|661	font cil|haus hom fu il	Sire font ilz ce fust ung hault homme	451
662	et riches; avec ce qu’il fu haus hom fu il li plus preudom	et riche auec ce fust le plus preudomme	452
663|664	qui onques fust a son tens|— Ha	qui onques fust en son temps	453
665|666	Diex|fet Lancelos	Haa dieux fait lancelot	454
667|668	qui fu il|— Sire	qui fust il	455
669|670	font il|se vos conoissiés letres	Sire font ilz sy uous cengnossies lettres bien pouries scauoir	456
671	veoir le porriés	qui il fust	457
672|673	kar ses nons est escris el chief de cele lame|Lors va Lancelos cele part	car son nen est escript au chief de celle lame lors ua lancelot celle part sy treuue les lettres	458
674	si regarde les letres	qui disoient	459
675|676	qui dient Ci gist Galehout li fiz a la Jaiande|li sires des Lointaignes Isles a	Icy gist gallehault le filz a la gayande	460
677	qui por l’amor de Lancelot morut	qui pour lamour de lancelot mourust	461
678	Et quant il vit ce	et il uoit ce	462
679	si chiet pasmés	si chiet pausme	463
680	et gist grant piece a terre sans mot dire;	et geust grant piece a terre sans mot dire	464
681	et li chevalier le corent relever	et les cheualiers le courent releuer	465
682	si se merveillent molt qu’il puet estre	si se merueillent|qui il peult estre	466|467
683	Et quant il revint de pasmison	Et quant il est leue de paumoisens	468
684|685	si s’escrie Ha|las!	si se escrie	469
686|687	Quel dolor|et quel damage	et dist Helas quelle douleur	470
688|689	Et lors fiert l’un poing en l’autre|et esgratine son viaire	quel ennuy	471
690|691	si qu’il en fet le sanc salir de totes pars|si se prent as chevels	et quel dommage lors se tourne a part	472
692|693	et se fiert grans cops del poing en mi le front|et en mi le pis	et pleure	473
694|695	et crie|si durement qu’il n’i a celui	et crie monlt durement	474
696|697	qui tote pitiés n’en preigne;|si se laidenge	si que cest pitie de le uoir	475
698	et maldit l’ore qu’il fu nes	et mauldit leure|qui fust onques ne	476|477
699	et dit Ha	et dit	478
700	Diex !	Haa dieux	479
701	Quel damage	quel dommage	480
702|703	quel perte del plus preudome del monde|qui mors est por le plus vil chevalier	et quelle parte du plus preudomme du mende	481
704	et por le plus malvés		
705	qui onques fust ! Tant fet Lancelos grant duel		
706|707	que tuit cil de laiens le vienent regarder a merveille;|si li demandent	ceulx de leans le regardent a merueilles ains crie	482
708	qui il est		
709	et il ne puet mot dire		
710	ains crie totes voies		
711	et se debat	et se debat	483
712	et descire	et deschire	484
713|714	Quant il a son duel demené grant piece|si regarde les letres	et apies qu il a son deul demene grant piece il regarde les lettres	485
715	qui dient	qui dient	486
716	que por lui est mors Galehout;	que pour luy mourust galle	487
717	si dist	Si dist	488
718	que or seroit il trop malvés	que ores seroit bien mauuais sil ne mouroit	489
719	s’il ausi ne moroit por lui:si saut maintenant jus des prones	pour luy|Si sault hors du prosne	490|491
720	et pensa qu’il iroit querre s’espee	et dist|que il yra querir son espee	492|493
721	et qu’il s’en ocirroit	et que il se occira	494
722	kar ausi avoit ele esté Galehout a	quant ainsy est galle	495
723	Et maintenant qu’il fu issus del mostier	mort|pour lui	496|497
724|725	si encontra une des damoiseles del Lac|cele	et a lissue du menstier il encentra une des damoiselles a la dame du lac celle a	498
726	qui a Boort avoit parlé devant le chastel de Honguefort	qui boort auoit parle au chastel de honguesfort	499
727	et ele le conuit bien		
728|729	si le prent par le pan de la cote|et l’areste	et celle le print par le poing	500
730	Qu’est ce		
731|732	fet ele|Ou alés vos ensi	et le arreste quoy fait elle ou alles uous ainsy Haa damoiselle fait il laissies moy mes douleurs parfournir	501
733	— Ha		
734	damoisele		
735	fet il	car ia	502
736	laissiés moi mes dolors finer		
737|738	kar jamés n’avroie joie ne repos en cest siecle|— Parlés	mais ne auray ioie ne repos en ce siecle Parles a moy fait elle	503
739	fet ele		
740	a moi		
741|742	Et il ne li dit mot|ains se lance outre	et il ne luy respent mot ains se lance oultre	504
743	si qu’il li eschape des mains	si que il luy eschappe des mains	505
744	Et quant ele l’en vit aler	et quant elle le uoit ainsy aller|si dist	506|507
745|746	si li crie Je vos deffent|fet ele	Sire ie uous deffens de par la riens	508
747|748	par la rien|que vos plus amez en cest monde	que plus aimes	509
749	que vos n’ailliés avant	que uous ne alles en auant premier	510
750	tant que vos aiés parlé a moi	que aies parle a moy	511
751	Et il s’areste	et il sarreste	512
752	si la regarde	si la regarde	513
753|754	et quant il la conut|si li dist	Et il la congnoit il dist	514
755	que bien soit ele venue	que bien soit elle uenue	515
756	En non Dieu		
757|758	fet ele|vos me deuissiés fere plus bele chiere	Eu nen dieu fait elle uous me deussies faire plus belle chere	516
759|760	que vos ne me fetes|al mains	que uons ne faictes au moins pource	517
761|762	por ce que je sui messages vostre dame del Lac|— Ha	que ie suys a uostre dame du lac	518
763|764	damoisele|fet il	damoiselle fait il ne uous desplaise	519
765	por Dieu ne vos poist	et ne cuidiez pas	520
766|767	certes je ai tant de dolor|que nus for Diex ne me porroit conforter	que iamaiz iaie ioie	521
768|769	ne a ne cuidiés|que jamés aie joie por aventure	pour auanture	522
770	qui me puist avenir	qui me puisse aduenir	523
771|772	— En non Dieu|fet ele	Eu nen dieu fait elle	524
773	si avrois	si aures	525
774	Escotez	Or escoutes	526
775|776	que ma dame vos mande|— Or dites	que ma dame uous mande Elle uous mande	527
777|778	fet il|— Ele velt	que uous ostes le corps de gallehault	528
779	fet ele	qui est ceans	529
780|781	que vos ostés le cors Galehout de caiens|et le fetes porter en litiere en la Dolerose Garde	et le faictes porter dedens le chastel de la douloureuse garde	530
782	et iluec soit mis en la tombe meismes ou vos trovastes vostre non escrit;	et soit mis en la tombe ou uous trouuastez son nom en escript	531
783|784	et ele le velt ensi|por ce qu’ele set bien	et elle le ueul ainsy pource quelle scait bien	532
785	que en cel lieu sera vostre cors enterrez	que en ce mesmes lieu sera uostre corps enterre	533
786|787	Et quant il l’ot|si en est molt liés	Et quant il entent ce sy dist	534
788|789	et dist|que molt li sont ces noveles plaisans	que moult luy sent ces nouuelles plaisans	535
790|791	kar tot ensi le fera il ;|puis demande	car tout ainsy le fera il puys demande	536
792|793	comment sa dame le fet|Par foi	comment sa dane le fait par ma foy elle a este uiii	537
794	fet ele		
795	ele a esté		
796|797	VIlI|jors deshaitiee trop durement	iours malade durement	538
798	kar ele trova en son sort	car elle trouua en son sort	539
799	si com ele meismes me dist puis	que si tost	540
800	que si tost com vos troveriés la tombe Galehout	comment uous trouueries la tombe de gal	541
801|802	que vos vos ocirriés de duel|se vos n’estiés destornez	que uous uous occiries de deul	542
803	Por ce m’envoia ele ça a grant besoing	et pour ce menuoia elle ceste part	543
804	si vos mande	et uous prie	544
805|806	que vos laissiés le duel ester|qu’il ne vos puet fere se nuire non	que uous lessies ce deul	545
807	et vos prie par la rien	et que|pour la riens	546|547
808	que vos plus amés	que uous plus ames	548
809|810	que vos al plus bel|que vos porrois vos reconfortés	que uous uous reconfortes le plus beau	549
		que uous pourres	550
811|812	et se vos ensi ne le fetes|bien sachiés	et se uous ne le faictes ainsy sachies	551
813	que al premier besoing	que au premier affaire	552
814|815	que vos avrois de li|ele vos faudroit	que uous aures elle uous fauldra	553
816	Et il dist qu’il se confortera	et il dyt	554
817|818	puis qu’ele le velt|Or vos covient	qui se cenfortera puys quelle ueult	555
819|820	fet ele|vos armes prendre	Or uous cenuient uos armes prendre	556
821|822	kar je voi bien qu’il ne le vos en lairont mie en pes porter tant com il le porront deffendre|Et il dist qu’il i morroit ançois qu’il ne l’ostast de laiens;	car le scay bien tant des cheualiers de ceans quilz ne le uous lesserent point emporter tant quilz le puyssent deffendre	557
823	si se vet armer	si sen ua armer tout maintetenant	558
824	et la damoisele vient tantost as chevaliers	et la damoiselle uient aulx cheualiers	559
825	qui gardoient la tombe	qui gardoient la tombe	560
826|827	si lor dist Seignor|fet ele	si leur dist	561
828|829	volés vos destorner ce qu’il covient estre a force|et demandent por quoi ele le dist	Seigneurs uoulles uous deffendre ce	562
830|831	Je le di|fet ele	qui cenuient a estre oste a force ie le dys fait elle	563
832	por le cors	pour le corps	564
833	que vos gardez	que uous gardes	565
834|835	et si savés bien qu’il en sera ostez|— Non sera	car uous saues bien qu il sera oste	566
836|837	font il|que nos puissons	car celuy est uenu	567
838	— En non Dieu		
839|840	fet ele|si iert	qui len ostera	568
841|842	et bien sachiés|fet ele	et se uous centredistes uous en mourres tous	569
843|844	que cil est venus|qui l’en ostera	Et pour ce uauldroit il mieulx	570
845	Et se vos le contredites		
846	vos en morrois tuit: por ce vos vendroit il miels		
847|848	que vos le laississiés atant|ains	que uous le lessies uenir	571
849	que vos vos en façois ocirre	que de uous faire occire	572
850	Et cil dient	Et ceulx dient	573
851|852	que ja tant com il soient vif n’en sera portés|Et bien sache	que tant quilz seront uifz ne le lesront emporter	574
853	font il		
854	li chevaliers		
855	qui venus est por avoir le		
856	que s’il estoit encore plus preus		
857	que Lancelos n’est		
858	si n’en menra il point		
859	— Or verrons		
860	fet ele		
861	comment il vos en avendra		
862	A ces paroles vint laiens Lancelos tos armés	A ces parolles uint leans lancelot tout arme	575
863	et quant li chevalier le voient venir	Et quant les cheualiers le uoyent uenir	576
864|865	si li demandent qu’il velt fere|Je vueil	si luy demandent	577
866|867	fet il|avoir le cors	que il ueult faire ie uueil auoir fait il le corps	578
868|869	qui laiens est|— Par foi	qui leans gist	579
870	font il		
871|872	vos ne l’avrois mie por nient|Nos ¡ morrons ançois tuit	Par ma foy font il uous ne laures point ains y mourrent tous	580
873	que vos l’enportois	que uous lemportes	581
874|875	— A morir|fet il	au mourrir estes uous tous uenus	582
876	en estes		
877	donc tuit		
878|879	puis que a mains ne vos en volés soffrir|Si saut dedens les prones	puis que a moins ne uous en uoulles passer Ceulx sont dedens les prosnes	583
880	et il li corent sus	et il leur court sus incentinent	584
881|882	kar arrieres le cuident fere sailir por poor de morir;|si le fierent par la ou il le pueent ataindre	et eulx a luy	585
883|884	et il ot el poing l’espee nue ;|si lor done grans cops	lancelot tire son espee toute nue	586
885	et pesans		
886|887	et fiert le premier qu’il encontre|si durement	et frappe sur eulx en telle maniere	587
888	que por le hialme ne por la coife de fer ne remaint qu’il ne li mete l’espee jusqu’al test;		
889|890	et il le hurte de soi|Si l’abat a terre	que le premier quil attaint il le met par terre	588
891|892	Et lors saillent molt irieement tuit li autre|si depiecent son escu	lors le assaillent les aultres moult uigoureusement:	589
893|894	et son hialme|et son hauberc	mais peu leur prouffite:	590
895	et le blecent en pluisors lieus		
896	Mais il ne li chaut de rien qu’il li facent		
897	kar tant est dolens	car tant est dolent	591
898	que nus plus;	que nul plus	592
899|900	si lor laisse corre par grant ire|et lor done de l’espee	si leur laisse courir par grant ire	593
901|902	si grans cops|que tos les fet guenchir avant lui	tant que tous les fait reculer de lui	594
903	Et lors esgarde celui des IllI	Lors regarde lun des quatre	595
904|905	qui plus li faisoit mal|et cil estoit molt grans	qui plus lui faisoit mal a son auiz	596
906	et molt fors;		
907	et Lancelos		
908|909	qui le vient ataignant li done par mi le hialme|si grant cop qu’il en fet le feu saillir	si lui donne sur son heaume tel coup qu il en fait le feu saillir	597
910	et l’espee glace	et lespee glace	598
911|912	qui de droit ne fu pas ferue|si descent desus la senestre espaule	si descent sur la destre espaulle du cheualier:	599
913|914	Li cops fu grans|et par ire ferus	si que le bras lui cheut atout lespee sur le pauement	600
915	et bien i parut	Celui trebucha a terre	601
916|917	que l’espee cola par mi l’espaule a al chevalier|si que li bras a tote l’espaule chiet desus le pavement	et se pasma de langoisse quil sentist	602
918	Et lors sont molt esmaié li autre troi	Lors sont moult esmaiez les autres	603
919	si font molt malvés samblant d’els deffendre por le grant cop qu’il ont veu		
920|921	et por l’espee|que chescuns d’els a ja sentie jusqu’al sanc	iii	604
922|923	Et Lancelos lor cort sus|et en fiert I	et lancelot leur court sus	605
924|925	el hialme|si qu’il le fet flatir a terre d’ambesdeus les paumes	et en fiert tellement ung ament le heaume qu il le fait flatir a terres	606
926	Et quant li autre dui voient ce	Et quant les autres deux uoient ce	607
927	si tornent en fuies vers l’uis a garison;	si tournent uers luys a garant	608
928|929	et Lancelos vint ataignant le deerrain|si le fiert par entre l’escu	Et lancelot uient attaignant le derrain par entre lescu	609
930	et le bras	et le col	610
931	si qu’il li trenche le poing	si lui trenche le bras:	611
932	et li escus chiet a terre	et lescu chiet a terre	612
933	et cil torne en fuies		
934|935	qui maheignié se sent|Et Lancelos vient a l’autre	Lancelot court a lautre	613
936	qui ja se relevoit	qui ia se releuoit	614
937	sel fiert de l’espee	et le fiert	615
938	si grant cop qu’il li fet le hialme voler en la place	si grant coup qu il lui fait uoler le heaume de la teste en la place	616
939|940	Et quant cil sent son chief nu|si cria merci	Quant celui sent sa teste nue il crie mercy	617
941|942	et dist qu’il ne l’ocie pas|kar il est pres de sa volenté fere	et dit qu il est prest de faire sa uoulente	618
943|944	Or te covient donc|fet Lancelos	Il te conuient denc promettre dit lancelot	619
945|946	fiancer|que tu le cors mon seignor Galehout conduiras a la Dolerose Garde	que tu conduiras le corps de gallehaut a la douloureuse garde	620
947|948	et iluec le feras garder|tant que je i viegne;	tant que ie y uiengne	621
949	et se l’en te demande	et se len te demande	622
950	qui t’i envoie	qui te y enuoie	623
951	si diras « cil	si dis: celui	624
952	qui ot les ames blanches le jor	qui eut les blanches armes le iour	625
953	que li chastials fu conquis	que le chasteau fut cenquis	626
954|955	Et il li fiance|que tot ensi le fera il	et cefui lui promet	627
956	Lors prent Lancelos la lame par le plus gros chief	Lors prent lancelot la lame par le gros chief	628
957	si tire de grant force qu’a pou qu’il ne se deront tos	et la tire de|si graut force	629|630
958	si que li sans li vole par mi le nes	que a peu quil ne se derompt tout	631
959	et par mi la boche	et tant	632
960	et li cors li sue d’anguoisse	que le corps lui sue dangoisse	633
961	Mais por tote la destrece ne remaint qu’il n’ait la tombe levee en haut à; mes nule dolors qu’il eust onques ne monte rien a cele dolor qu’il ot	mais nulle douleur quil eust|mais ne monte riens a celle douleur qu il eust	634|635
962	quant il vit le cors Galehout tot ensi armé com il estoit;	quant il uist le corps de gallehaut tout arme ainsi comme il estoit	636
963	si trova s’espee delés lui	Si trouua son espee empres lui	637
964|965	qui molt estoit|et bone	qui tant estoit benne	638
966	et clere;	et belle	639
967|968	et sans faille de l’espee meesmes se fust il ocis|se la damoisele ne li eust tolue erraument	et sans faulte il sen eust occiz se la damoiselle ne lui eust ostee	640
969	Lors fist Lancelos une biere fere de fust	Lors fist lancelot une biere de fust	641
970	et la fist covrir des plus riches pailes de laiens	et la fist couurir du plus riche drap de leans	642
971|972	et quant il l’ot atornee al plus richement qu’il pot|li chevaliers prisons li dist Sire	Quant il leust apointe le mieulz qu il peut le cheualier prisonnier lui dist	643
973	fet il		
974|975	se l’en movoit tot de nuis|ce seroit sens	Sire il seroit bon de emporter le corps de nuit	644
976|977	— Por quoi|fet il	Pour quoy fait lancelot Pource fait il	645
978|979	— Por ce que|se li chevalier de cest païs savoient	que se les cheualiers de ce pais sauoient	646
980|981	que l’en len deust porter|il feroient gaitier les trespas	que len le deust emporter ilz feroient garder le trespas	647
982	si qu’il seroit arestés en alcun lieu ;		
983|984	et por ce vos loeroie je qu’il meust orendroit|kar il seroit bien eslongiés	Et pour ce uous conseilleroie	648
985	ains qu’il fust jors	que on partist	649
986|987	XX|lieues englesches	car il seroit bien eslongnie ains qu il feust iour dix lieues anglesches	650
988	Et il s’i acorde bien;	Et il se y accorde	651
989|990	si met la litiere sor Il|palefrois amblans	si met la littiere sur deux pallefrois amblans	652
991	et enportent ensi Galehout fors de sa region;	et emportent ainsi gallehaut hors de la maison	653
992	si en font li frere grant duel	Si en ont les freres grant deul	654
993|994	et molt en sont corocié|et dolenta de ce	et sont dolens	655
995	que l’en l’enporte	que on lemportoit	656
996	Et Lancelos le convoie grant piece de nuis	Lancelot le compartie uoie grant piece de la nuit plourant	657
997	plorant	et plaignant	658
998	et regretant sa proesce	et regrettant sa prouesse	659
999	et sa valor	et sa ualeur	660
1000	et se ne fust la damoisele	Et se ne feust la damoiselle	661
1001	qui avec lui estoit molt en eust plus fet qu’il ne fist	qui auec lui estoit moult en eust fait plus quil ne faisoit:	662
1002	mais ele l’en detorna	mais elle len destourna	663
1003|1004	et il deffendi al chevalier|que il nel feist en terre metre devant	Et lancelot commande au cheualier qu il ne feust enterre deuant quil uenist	664
1005|1006	que il fust venus|Si se part atant li uns de l’autre	Si se depart de lui	665
1007|1008	et il retorne a l’abeie|si se couche	et retourne a la religien se couchier	666
1009|1010	c’onques la nuit ne volt mengier ne boivre por chose|que l’en li deist	et oncques ne uoulut la boire ne mengier	667
1011	ains plora		
1012	et dolosa tot adés;		
1013	si li anuioit molt li jors	si lui ennuya moult le iour	668
1014	qui tant demoroit a venir	qui tant demouroit a uenir	669
1015	a Al matin	Et au matin	670
1016|1017	si tost com li jors aparut|se leva	si tost comme le iour apparust se leua	671
1018	et oi messe entre lui	et ouist messe lui	672
1019	et la damoisele	et la damoiselle	673
1020|1021	et puis s’arma|Lors li dist ele les noveles de Boort	Lors elle lui dist nouuelles de boort	674
1022	et ce qu’ele en avoit veu devant Honguefort	et que elle lauoit ueu deuant a honguefort|et comment il le fait	675|676
1023	et il en fu molt liés	et il en fut moult ioyeux	677
1024	Et ele li dist Sire	Aprez elle lui dit	678
1025	il vos vet querant ne jamés ne finera tant qu’il vos avra trové	Sire il uous ua querant ne iamais ne finera deuant quil uous aura trouue	679
1026|1027	— Damoisele|fet il	Damoiselle fait lancelot se uous le trouuez auant	680
1028|1029	se vos le cuidiés trover ains de moi|je vos voldroie proier	que moy ie uous uouldroie prier	681
1030|1031	que vos feissiés tant por moi|que vos li portissiés ceste espee	que uous lui porteissiez ceste espee	682
1032	qui fu mon seignor Galehout	qui fut a mon compaignen gallehaut	683
1033	et li dites qu’il la DOrt de par moi	et lui dictes quil la porte de par moy	684
1034	que molt est bone	car elle est moult bonne|et belle	685|686
1035	Et ele dist qu’ele le trovera par tens	Et elle dist|que elle le trouuera par temps	687|688
1036	et bien fera cest message;	et bien fera ce message	689
1037	si s’en part atant de lui	Si se part atant de elle	690
1038	et il s’en vet droit vers le chastel de Floego	et sen ua uers le chasteau de florega	691
1039	si i vint a hore de prime	si y uint entour prime	692
1040	Et il esgarde es pres defors la vile	et il regarde es prez hors la uille	693
1041	si voit molt grant gent entor le feu ou l’en devoit ardoir la suer Meleagan	si y uist moult grant gent entour ung feu ou len deuoit ardoir la seur de meleagant	694
1042	et quant il aperçoit le feu	Quant il apperceust le feu	695
1043	si a poor de la damoisele	si eut grant paour de la damoiselle	696
1044	Lors broche le cheval	Lors frappe le cheual des esperons	697
1045|1046	et vint errant cele part tant com il puet del cheval traire|Et quant il est venus jusque la	et uient celle part	698
1047|1048	si esgarde|et voit la damoisele	et quant il uoit la damoiselle	699
1049	qui ja estoit amenee al feu por destruire	qui ia estoit amenee au feu	700
1050|1051	si estoit en pure sa chemise|et le tenoient	pour destruire laquelle estoit en une poure chemise	701
1052|1053	VI|pautonier	et la tenoient six pautenniers	702
1054	trois d’une part	trois de une part	703
1055	et trois d’autre;	et trois dautre:	704
1056	si n’atendoient a geter le el feu fors le commandement as juges	et ne actendent la iecter au feu fors le commandement du iuge	705
1057	et ele ploroit trop durement	Et elle plouroit moult tendrement	706
1058	et regretoit Lancelot Ha	et regrettoit lancelot: en disant	707
1059	gentilx chevaliers Lancelos	Haa gentil homme lancelot	708
1060|1061	kar pleust ore a nostre Salveor|que vos seuissiés ceste novele	car pleust a dieu	709
1062|1063	si fuissiés pres de ci a demie lieue! Certes a l’aide de Dieu|et de la vostre seroie je encore anuit rescosse malgré tos mes enemis	que uous feussiez prez de cy a demy lieue certes a laide de dieu ie seroie rescous se malgre tous mes ennemis	710
1064	Mais vos ne le savés pas a		
1065	si me covendra ore morir por la vie	si me conuendra mourir|pour la uie	711|712
1066	que je vos sauvai emprés Dieu;	que ie uous sauuay aprez dieu	713
1067	mais certes il ne m’en poise pas tant por moi com il fet por le coros	mais certes dit elle il ne me poise pas tant|pour moy	714|715
		comment il fait	716
		pour le courroust	717
1068	que vos en avrois	que uous aurez	718
1069	quant vos le savrois	quant uous le saurez	719
1070	Mais ce me reconforte molt	mais ce me conforte	720
1071	que je sai bien	que ie scay bien	721
1072	que les damoiseles gaaigneront tant en ma mort	que les damoiselles gaigneront a ma mort	722
1073	que jamés nule ne vos requerra d’aide	car iamais nulles ne uous requerrent daide	723
1074	que vos li faillois tant com il vos remenbre de moi	que uous ne les aidez tant quil uous souuiengne de moy	724
1075	kar vostre cuers est	car uren cueur est ainsi franc	725
1076	si frans qu’il ne puet estre sans trop grant merites rendre a totes celes	Si mest auiz quil mest mieulx a lame	726
1077|1078	qui de par moi se reclaiment:|si m’est avis qu’il m’est molt miels a m’ame de morir por loialté fere	pour loiaulle faire	727
1079	et por geter de prison	et pour ietter de peril ung	728
1080	si vaillant home comme vos	si uaillant homme|comment uous	729|730
1081	que vos fuissiés mors par la desloialté de Meleagan	que se uous feussies mort par la desloyaulte melleagant	731
1082	qui en prison vos avoit mis par traïson	qui en prison uous auoit mis	732
1083	Ensi disoit la damoisele molt tendrement plorant	AInsi disoit la damoiselle menlt tendrement plourant	733
1084	et lors vint Lancelos poignant cele part ou il la vit:	lors uient lancelot poignant celle part	734
1085	si dist a cels	si dist a ceulx	735
1086|1087	qui le tenoient Laissiés la damoisele! — Por quoi|sire	qui tenoient la damoiselle lessies la damoiselle	736
1088|1089	fet J|chevaliers armés	pour quoy fait ung cheualier arme	737
1090|1091	qui avant saut|le lairons nos	qui deuant estoit la lesrons ilz	738
1092|1093	— Por ce|fet il	pour ce fait il	739
