0	avoir trové. » 	Sire fait elle enuellopee |quil ne la pouoit cengnoistre pour pour ce	0|1
380	Mais si tost com li parent sorent 	mais tantost |que ses parens sceurent 	319|320
381|382	qu’ele avoit Lancelot osté de la prison, si distrent |qu’ele l’avoit fait por Meleagan ocirre; 	que elle auoit iecte lancelot hors de prison ilz la occuperent de la mort de meleagant. 	321
383|384	si le pristrent a force |et l’acheisonerent de sa mort 	et fut dit 	322
385|386	et distrent |que, s’ele ne trovoit 	que se elle ne trouuoit 	323
387	qui l’en desfendist. 	qui la deffendist	324
388	qu'il feroient de lui justice si grant com l’en doit fere de cele 	que len feroit de elle telle iustice |que len deuoit faire de femme 	325|326
389	qui son frere ocist. 	qui son frere auoit occis. 	327
390	Et ele dist 	Et elle dit 	328
391	qu’ele troveroit bien 	que elle trouueroit bien 	329
392	qui la desfendroit: 	qui len deffendroit. 	330
393	si mist jor d’amener I. chevalier por li desfendre, 	Si lui fut iour determine de trouuer ung cheualier |pour elle deffendre. 	331|332
394	si s’est puis porchaciee en Pluisors liex,	Et elle a depuis pour chasse en plusieurs lieux 	333
395	mais onques ne trova chevalier 	mais oncques ne trouua cheualier 	334
396	qui ses armes en osast prendre contre celui 	qui ses armes osast prendre centre celui 	335
397	qui apelee l’avoit. 	qui lauoit appelle. 	336
398	Or si est tant la chose alee 	Or est tant la chose allee 	337
399	que li jors est aterminés a hui ; 	que le iour est ennuy termine: 	338
400	si n’a trové la pucele nul desfendeor 	si na trouue nul desfendeur. 	339
401	et por ce dient li un et li autre 		
402	qu’ele est atainte del meffet 		
403	que l’en li met sus : 		
404|405	si l’ont jugiee, |ce m’est vis, a ardoir le matin 	et pource lont iugiee a estre arse au matin 	340
406	et por ce qu’il m’en membroit, 	et cest la cause 	341
407	or em ploroie je si durement, 	qui me fait plourer 	342
408	kar certes ele estoit une des plus cortoises damoiseles ! del monde et une des plus vaillans. — 	car elle estoit une des plus haultes damoiselles du monde: et des plus uaillantes. 	343
409	Or me dites, damoisele, fet Lancelos, 	OR me dictes damoiselle fait lancelot 	344
410	et s’ele trovoit demain 	se elle trouuoit demain 	345
411|412	qui la deffendist, |dont ne seroit ele quite del jugement 	qui la deffendist ne seroit elle pas quicte du iugement. Sire dit elle ie ne scay. 	346
413	que l’en a fet ? — Sire, fet ele, je ne sai. —		
414|415	Et est ce, fet il, gaires loing |que ele est ? — Sire. fet ele, il n’i a que. VI. lieues englesches. 	Et esse fait il gaires loingz dicy. Sire dit elle il ny a que six lieues anglesches/ 	347
416	Se vos leviés demain matin, vos i seriés ains prime. — 	et|se uous partiez demain matin uous y seriez demain a prime. 	348|349
417	Ou le porrai je, fet il, trover ? — Al chastel a, fet ele, de Floego 	Et|ou la pourroie ie fait il trouuer. En la forest de florega:	350|351
418	et cis chemins vos i menra droit, 	et ce chemin icy uous y menera tout droit 	352
419	se vos le volés tenir. — 	se uous le sauez tenir. Il se part de la damoiselle 	353
420|421	Or vos commant a Dieu, damoisele », fet il.|Si s’em part atant 	et la commande a dieu. 	354
422	et cele s’en vet faisant son duel. 	Et celle sen reua faisant son deul. 	355
423	Et il chevalche tant 	et il cheuauche tant	356
424	qu’il vint fors de la forest, 	quil uint hors de la forest 	357
425|426	si vit devant lui une maison de religion |et il torne cele part por herbergier.	si uoit deuant lui une maison de religion.Il tourne celle part pour hebergier. 	358
427	Et quant il i vint, 	Et quant il uint la	359
428	si trueve a la porte IlII. des freres 	si trouua deux freres 	360
429	qui ja avoient chanté complie 	qui auoient chantee complie: 	361
430	et estoient venu hors? al serain; si saillent encontre lui 	et ilz estoient uenus hors au serain |si saillent encontre lui 	362|363
431	por fere descendre 	pour le descendre 	364
432	et dient 	et dient	365
433|434	que bien soit il venus; |si le font entrer laiens 	que bien soit il uenu. aprez lui demandent sil menga huy. Il dit 	366
435|436	et li demandent |s’il a mengié, 	que nenny. 	367
437|438	et il dist que nenil, |et il font erraument mettre la table, 	et ilz font incentinent mettre la table le pain	368
		et le uin dessus 	369
439	mais il dist 	mais il dit 	370
440	qu’il ne mengera devant 	qu il ne mengera deuant	371
441	qu’il ait esté al mostier, 	quil ait este au monstier dire ses oraisons 	372
442	lar il n’i entra hui. 	car il ny auoit huy este 	373
443	Lors entre en l’eglise. por orer 	Lors entre en leglise |et ainsi 	374|375
444|445	et en ce qu’il se fu agenoilliés, |si regarde a destre	quil fut agenoullons si regarde a dextre partie 	376
446|447	et voit unes prones d’argent trop richement fetes a floretes d’or et a oisials et a bestes, |et dedens avoit V. chevaliers armés, les hialmes es testes, les espees es mains, 	et uoit unes prones dargent moult bien faictes a florectes dor a bestes et a oiseaulx de diuerses manieres Dedens auoit cinq cheualiers armez de toutes armes les espees en leurs mains ainsi prestz a deffendre 	377
448	ausi apresté de deffendre 		
449|450	que|se l’en les volsist asaillir. De ce se merveilla molt Lancelos ;	comme se len uoulsist assaillir. De ce se merueille lancelot 	378
451	si se drece erraument 	si se dresse sur piez 	379
452|453	et vet cele part, |si salue les chevaliers	et ua celle part et salue les cheualiers. 	380
454	et il dient 	Et ilz dient 	381
455|456	que bien soit il venus. |Et il entre dedens les prones par un petit huisselet a 	que bien soit il uenu. et lancelot entre dedens les prones par ung petit huysset 	382
457	et esgarde les prones	et regarde les prones 	383
458	qui tant sont riches 	qui tant sont belles et riches 	384
459	qu’il ne cuide pas 	quil ne cuide pas 	385
460	que nus rois les peust esligier; 	que ung roy les peust esligier. 	386
461	puis voit delés les chevaliers une tombe, la plus riche	et uoit delez les cheualiers une tombe la plus riche 	387
462	qui onques fust fete par home, 	que encques feust ueue de nul homme: 	388
463	kar ele ert tote d’or fin a chieres pierres precioses 	car elle estoit de fin or a pierres precieuses 	389
464	qui molt valoient miels d’un grant roialme. 	qui plus ualloient que ung grant royaume. 	390
465	Se la tumbe fu de grant bialté, nient ne monte la bialtés envers la richece 	Et se la tombe fut de grant beaute/ |ce nestoit riens enuers la grant richesse: 	391|392
466|467	dont ele estoit |et avec ce estoit ele la greignor 	et auec ce estoit elle la greigneure	393
468	que Lancelos eust onques veue : 	qu il uist encques. 	394
469	si se merveille molt 	si est moult esmerueillie 	395
470	qui puet estre li princes 	qui pouoit estre le prince 	396
471	qui dedens fu mis. Il demande as chevaliers 	qui fut illec mis. |Et il demande aux cheualiers 	397|398
472	qui sont iluec. « Sire, font il, nos gardons le cors	qui illec sont de quoy ilz seruent. Sire nous gardons le corps 	399
473	qui en ceste tumbe est. 	qui gist dedens ceste tombe 	400
474	qu'il n’en soit portez fors de çaiens;	qu il ne soit porte hors de ceans. 	401
475	si somes. V. 	Si sommes cinq 	402
476	por garder le de jors, par nuit en i a autres. V. 	pour le garder chacun iour: |et par nuit en y a autres cinq 	403|404
477	qui font autretel servise comme nos faisons de jors. — 	qui font autel seruice |comme nous faisens de iour.	405|406
478	Et por quoi, fet Lancelos, avez vos poor 	Et pour quoy auez uous paour fait lancelot 	407
479	qu’il n’en soit portés? — Sire, font il, 	quil ne soit emporte. Sire fent ilz pource 	408
480|481	por ce que uns des freres de çaîens |qui molt est preudom et de sainte vie nos dist n’a encor gaires 	que ung des freres de ceans nous dist na encores gaires 	409
482|483	que uns chevaliers vendroit ceste part |qui a force l’en osteroit 	que ung cheualier uendroit ceste part 	410
484|485	et fors de cest païs l’en feroit porter. |Et nos, gens de ceste terre, voldrions miels morir 	qui a force len osteroit et hors de ce pais le feroit porter et nos gens de ceste terre aymeroient mieulx mourir 	411
486	qu’il fust remués d’entre nos : por ce 	que il fust remue dentre nous 	412
487|488	si le gardons issi com vos veez, |lar li preudom i nos dist 	car le preudomme nous dist 	413
489	que li chevaliers ne demoreroit pas 	que le cheualier ne demouroit pas	414
490	qu’il ne venist — 	quil ne uenist. 	415
491	Or me dites. fet Lancelos, ne fu cil molt haus princes 	Or me dictes fait lancelot. |Ne feust pas cest cheualier hault prince 	416|417
492	a cui l’en fist si haute sepulture? — Sire, font cil, haus hom fu il et riches; avec ce qu’il fu haus hom fu il li plus preudom 	a qui len feist ceste sepulture. Sire font ilz ce fust ung hault homme et riche/ |auec ce fust le plus preudomme 	418|419
493	qui onques fust a son tens. —	qui onques fust en son temps. 	420
494	Ha, Diex, fet Lancelos, 	Haa dieux fait lancelot 	421
495	qui fu il ?— Sire, font il, se vos conoissiés letres, veoir le porriés, 	qui fust il. Sire font ilz sy uous cengnossies lettres bien pouries scauoir|qui il fust/ 	422|423
496	kar ses nons est escris el chief de cele lame. » 	car son nen est escript au chief de celle lame/ 	424
497|498	Lors va Lancelos cele part, |si regarde les letres 	lors ua lancelot celle part sy treuue les lettres 	425
499	qui dient: « 	qui disoient.	426
500	Ci gist Galehout li fiz a la Jaiande, li sires des Lointaignes Isles a, 	Icy gist gallehault le filz a la gayande 	427
501	qui por l’amor de Lancelot morut. » 	qui pour lamour de lancelot mourust/ 	428
502	Et quant il vit ce, 	et il uoit ce 	429
503	si chiet pasmés et gist grant piece a terre sans mot dire; 	si chiet pausme. |et geust grant piece a terre sans mot dire 	430|431
504	et li chevalier le corent relever, 	et les cheualiers le courent releuer	432
505	si se merveillent molt 	si se merueillent 	433
506	qu’il puet estre. 	qui il peult estre. 	434
507	Et quant il revint de pasmison, 	Et quant il est leue de paumoisens 	435
508	si s’escrie: « 	si se escrie et dist/ 	436
509|510	Ha, las! |Quel dolor et quel damage!» 	Helas quelle douleur 	437
511	Et lors fiert l’un poing en l’autre 	quel ennuy	438
512	et esgratine son viaire	et quel dommage/ 	439
513|514	si qu’il en fet le sanc salir de totes pars, |si se prent as chevels 	lors se tourne a part 	440
515|516	et se fiert grans cops del poing en mi le front |et en mi le pis 	et pleure 	441
517	et crie si durement 	et crie monlt durement 	442
518|519	qu’il n’i a celui |qui tote pitiés n’en preigne; 	si que cest pitie de le uoir 	443
520	si se laidenge et maldit l’ore 	et mauldit leure	444
521|522	qu’il fu nes |et dit: « 	qui fust onques ne et dit. 	445
523	Ha, Diex ! 	Haa dieux 	446
524	Quel damage, 	quel dommage 	447
525|526	quel perte del plus preudome del monde |qui mors est por le plus vil chevalier et por le plus malvés 	et quelle parte du plus preudomme du mende. ceulx de leans le regardent a merueilles/ 	448
527	qui onques fust ! 		
528	Tant fet Lancelos grant duel 		
529	que tuit cil de laiens le vienent regarder a merveille; 		
530	si li demandent 		
531	qui il est 		
532	et il ne puet mot dire, 		
533	ains crie totes voies 	ains crie 	449
534	et se debat et descire. 	et se debat et deschire. 	450
535|536	Quant il a son duel demené grant piece, |si regarde les letres 	et apies qu il a son deul demene grant piece il regarde les lettres 	451
537	qui dient 	qui dient	452
538	que por lui est mors Galehout; 	que pour luy mourust galle. 	453
539	si dist 	Si dist 	454
540	que or seroit il trop malvés, 	que ores seroit bien mauuais	455
541	s’il ausi ne moroit por 	sil ne mouroit pour luy. 	456
542	lui:si saut maintenant jus des prones 	Si sault hors du prosne 	457
543|544	et pensa |qu’il iroit querre s’espee 	et dist que il yra querir son espee/ 	458
545	et qu’il s’en ocirroit, 	et que il se occira 	459
546|547	kar ausi avoit ele esté Galehout a, |Et maintenant	quant ainsy est galle. mort pour lui 	460
548	qu’il fu issus del mostier, 		
549|550	si encontra une des damoiseles del Lac, cele |qui a Boort avoit parlé devant le chastel de Honguefort et ele le conuit bien, 	et a lissue du menstier il encentra une des damoiselles a la dame du lac celle a qui boort auoit parle au chastel de honguesfort 	461
551	si le prent par le pan de la cote et l’areste. « 	et celle le print par le poing et le arreste/ 	462
552	Qu’est ce ? fet ele. 	quoy fait elle 	463
553	Ou alés vos ensi ? — 	ou alles uous ainsy/	464
554	Ha, damoisele, fet il, laissiés moi mes dolors finer,	Haa damoiselle fait il laissies moy mes douleurs parfournir. 	465
555	kar jamés n’avroie joie ne repos en cest siecle. — Parlés, fet ele, a moi. » 	car ia mais ne auray ioie ne repos en ce siecle/ |Parles a moy fait elle 	466|467
556	Et il ne li dit mot, 	et il ne luy respent mot 	468
557	ains se lance outre 	ains se lance oultre si	469
558	si qu’il li eschape des mains. 	que il luy eschappe des mains 	470
559|560	Et quant ele l’en vit aler, |si li crie: « Je vos deffent, fet ele, par la rien 	et quant elle le uoit ainsy aller si dist. Sire ie uous deffens de par la riens 	471
561	que vos plus amez en cest monde 	que plus aimes 	472
562	que vos n’ailliés avant tant 	que uous ne alles en auant premier 	473
563	que vos aiés parlé a moi. » 	que aies parle a moy/ 	474
564	Et il s’areste, 	et il sarreste 	475
565	si la regarde 	si la regarde. 	476
566|567	et quant il la conut, |si li dist	Et il la congnoit il dist 	477
568	que bien soit ele venue. « En non Dieu, fet ele, vos me deuissiés fere plus bele chiere 	que bien soit elle uenue. |Eu nen dieu fait elle uous me deussies faire plus belle chere 	478|479
569	que vos ne me fetes, al mains 	que uons ne faictes au moins pource 	480
570|571	por ce que je sui messages vostre dame del Lac. —|Ha, damoisele, fet il, 	que ie suys a uostre dame du lac. damoiselle fait il ne uous desplaise 	481
572	por Dieu ne vos poist, 	et ne cuidiez pas 	482
573	certes je ai tant de dolor 	que iamaiz iaie ioie pour auanture 	483
574|575	que nus for Diex ne me porroit conforter, ne a ne cuidiés |que jamés aie joie por aventure 	qui me puisse aduenir. 	484
576|577	qui me puist avenir. — En non Dieu, fet ele, |si avrois. Escotez 	Eu nen dieu fait elle si aures. 	485
578|579	que ma dame vos mande. — |Or dites, fet il. — Ele velt, fet ele, 	Or escoutes que ma dame uous mande Elle uous mande 	486
580	que vos ostés le cors Galehout de caiens et le fetes porter en litiere en la Dolerose Garde 	que uous ostes le corps de gallehault |qui est ceans et le faictes porter dedens le chastel de la douloureuse garde 	487|488
581	et iluec soit mis en la tombe meismes 	et soit mis en la tombe 	489
582	ou vos trovastes vostre non escrit; 	ou uous trouuastez son nom en escript 	490
583|584	et ele le velt ensi, |por ce qu’ele set bien 	et elle le ueul ainsy pource quelle scait bien 	491
585	que en cel lieu sera vostre cors enterrez. » 	que en ce mesmes lieu sera uostre corps enterre. 	492
586|587	Et quant il l’ot, |si en est molt liés 	Et quant il entent ce sy dist 	493
588|589	et dist |que molt li sont ces noveles plaisans, 	que moult luy sent ces nouuelles plaisans 	494
590|591	kar tot ensi le fera il ; |puis demande 	car tout ainsy le fera il/ puys demande 	495
592	comment sa dame le fet. « 	comment sa dane le fait/ 	496
593	Par foi, fet ele, ele a esté. VIlI. jors deshaitiee trop durement, 	par ma foy elle a este uiii. iours malade durement 	497
594	kar ele trova en son sort, 	car elle trouua en son sort 	498
595|596	si com ele meismes me dist puis, |que si tost com vos troveriés la tombe Galehout, 	que si tost comment uous trouueries la tombe de gal. 	499
597	que vos vos ocirriés de duel, 	que uous uous occiries de deul 	500
598	se vos n’estiés destornez. Por ce m’envoia ele ça a grant besoing, 	et pour ce menuoia elle ceste part 	501
599	si vos mande 	et uous prie	502
600|601	que vos laissiés le duel ester, |qu’il ne vos puet fere se nuire non,	que uous lessies ce deul 	503
602	et vos prie par la rien 	et que pour la riens 	504
603	que vos plus amés 	que uous plus ames 	505
604|605	que vos al plus bel |que vos porrois vos reconfortés, 	que uous uous reconfortes le plus beau 	506
606	et se vos ensi ne le fetes, bien sachiés 	que uous pourres.|et se uous ne le faictes ainsy sachies 	507|508
607	que al premier besoing 	que au premier affaire	509
608	que vos avrois de li, ele vos faudroit. » 	que uous aures elle uous fauldra. 	510
609	Et il dist 	et il dyt 	511
610|611	qu’il se confortera,|puis qu’ele le velt. « 	qui se cenfortera puys quelle ueult. 	512
612	Or vos covient, fet ele, vos armes prendre, 	Or uous cenuient uos armes prendre 	513
613	kar je voi bien 	car le scay bien tant des cheualiers de ceans 	514
614	qu’il ne le vos en lairont mie en pes porter 	quilz ne le uous lesserent point emporter 	515
615|616	tant com il le porront deffendre.» |Et il dist 	tant quilz le puyssent deffendre. 	516
617	qu’il i morroit ançois 		
618	qu’il ne l’ostast de laiens; 		
619|620	si se vet armer |et la damoisele vient tantost as chevaliers 	si sen ua armer tout maintetenant/ et la damoiselle uient aulx cheualiers 	517
621	qui gardoient la tombe, 	qui gardoient la tombe 	518
622	si lor dist: « Seignor, fet ele, volés vos destorner ce	si leur dist. Seigneurs uoulles uous deffendre ce 	519
623|624	qu’il covient estre a force ?» |et demandent 	qui cenuient a estre oste a force/ ie le dys fait elle pour le corps 	520
625	por quoi ele le dist. « Je le di, fet ele, por le cors 		
626	que vos gardez 	que uous gardes	521
627	et si savés bien 	car uous saues bien 	522
628|629	qu’il en sera ostez. — Non sera, font il, |que nos puissons. — En non Dieu, fet ele,	qu il sera oste 	523
630	si iert, 		
631|632	et bien sachiés, fet ele, |que cil est venus 	car celuy est uenu	524
633	qui l’en ostera. 	qui len ostera/ 	525
634	Et se vos le contredites, vos en morrois tuit: por ce vos vendroit il miels 	et se uous centredistes uous en mourres tous. |Et pour ce uauldroit il mieulx 	526|527
635	que vos le laississiés atant, 	que uous le lessies uenir 	528
636	ains que vos vos en façois ocirre. » 	que de uous faire occire. 	529
637	Et cil dient 	Et ceulx dient 	530
638|639	que ja tant com il soient vif n’en sera portés. « |Et bien sache, font il, li chevaliers 	que tant quilz seront uifz ne le lesront emporter. A ces parolles uint leans lancelot tout arme. 	531
640	qui venus est por avoir le, 		
641|642	que s’il estoit encore plus preus |que Lancelos n’est, 	Et	532
643	si n’en menra il point. —		
644	Or verrons, fet ele, 		
645|646	comment il vos en avendra. » A ces paroles vint laiens Lancelos tos armés |et quant li chevalier le voient venir, 	quant les cheualiers le uoyent uenir 	533
647	si li demandent 	si luy demandent 	534
648|649	qu’il velt fere. « Je vueil, fet il, avoir le cors |qui laiens est. — 	que il ueult faire ie uueil auoir fait il le corps 	535
650|651	Par foi, font il, vos ne l’avrois mie por nient. Nos ¡ morrons ançois tuit |que vos l’enportois. — A morir, fet il, en estes donc tuit, 	qui leans gist. 	536
652	puis	Par	537
653|654	que a mains ne vos en volés soffrir !» |Si saut dedens les prones 	ma foy font il uous ne laures point 	538
655|656	et il li corent sus, |kar arrieres le cuident fere sailir por poor de morir; 	ains y mourrent tous que uous lemportes. au mourrir estes uous tous uenus 	539
657	si le fierent par la ou il le pueent ataindre 	puis que a moins ne uous en uoulles passer Ceulx sont dedens les prosnes et il leur court sus incentinent 	540
658|659	et il ot el poing l’espee nue ;|si lor done grans cops et pesans 	et eulx a luy. lancelot tire son espee toute nue 	541
660|661	et fiert le premier |qu’il encontre si durement 	et frappe sur eulx en telle maniere 	542
662|663	que por le hialme ne por la coife de fer ne remaint |qu’il ne li mete l’espee jusqu’al test; 	que le premier 	543
664|665	et il le hurte de soi, |Si l’abat a terre. 	quil attaint il le met par terre. 	544
666|667	Et lors saillent molt irieement tuit li autre, |si depiecent son escu et son hialme et son hauberc 	lors le assaillent les aultres moult uigoureusement: 	545
668	et le blecent en pluisors lieus. 		
669|670	Mais il ne li chaut de rien |qu’il li facent, 	mais peu leur prouffite: 	546
671	kar tant est dolens 	car tant est dolent 	547
672	que nus plus; 	que nul plus. 	548
673|674	si lor laisse corre par grant ire |et lor done de l’espee si grans cops 	si leur laisse courir par grant ire tant que tous les fait reculer de lui. 	549
675	que tos les fet guenchir avant lui.		
676	Et lors esgarde celui des IllI. 	Lors regarde lun des quatre 	550
677	qui plus li faisoit mal et cil estoit molt grans et molt fors; 	qui plus lui faisoit mal a son auiz 	551
678|679	et Lancelos |qui le vient ataignant li done par mi le hialme si grant cop 	si lui donne sur son heaume tel coup 	552
680	qu’il en fet le feu saillir, 	qu il en fait le feu saillir/ 	553
681	et l’espee glace 	et lespee glace	554
682	qui de droit ne fu pas ferue. 		
683|684	si descent desus la senestre espaule. Li cops fu grans et par ire ferus, |et bien i parut 	si descent sur la destre espaulle du cheualier: 	555
685|686	que l’espee cola par mi l’espaule a al chevalier, |si que li bras a tote l’espaule chiet desus le pavement. 	si que le bras lui cheut atout lespee sur le pauement. Celui trebucha a terre et se pasma de langoisse 	556
687|688	Et lors sont molt esmaié li autre troi, |si font molt malvés samblant d’els deffendre por le grant cop	quil sentist. 	557
689|690	qu’il ont veu et por l’espee |que chescuns d’els a ja sentie jusqu’al sanc. 	Lors sont moult esmaiez les autres .iii. 	558
691	Et Lancelos lor cort sus 	et lancelot leur court sus 	559
692	et en fiert I. el hialme 	et en fiert tellement ung ament le heaume 	560
693	si qu’il le fet flatir a terre d’ambesdeus les paumes. 	qu il le fait flatir a terres 	561
694	Et quant li autre dui voient ce, 	Et quant les autres deux uoient ce 	562
695	si tornent en fuies vers l’uis a garison; 	si tournent uers luys a garant. 	563
696|697	et Lancelos vint ataignant le deerrain, |si le fiert par entre l’escu et le bras 	Et lancelot uient attaignant le derrain par entre lescu et le col 	564
698|699	si qu’il li trenche le poing et li escus chiet a terre, |et cil torne en fuies 	si lui trenche le bras: 	565
700|701	qui maheignié se sent. |Et Lancelos vient a l’autre 	et lescu chiet a terre. Lancelot court a lautre	566
702	qui ja se relevoit, sel fiert de l’espee si grant cop 	qui ia se releuoit |et le fiert si grant coup 	567|568
703	qu’il li fet le hialme voler en la place. 	qu il lui fait uoler le heaume de la teste en la place. 	569
704	Et quant cil sent son chief nu, 	Quant celui sent sa teste 	570
705	si cria merci 	nue il crie mercy 	571
706	et dist 	et dit 	572
707	qu’il ne l’ocie pas, 		
708|709	kar il est pres de sa volenté fere. « |Or te covient donc, fet Lancelos, fiancer	qu il est prest de faire sa uoulente. Il te conuient denc promettre dit lancelot 	573
710|711	que tu le cors mon seignor Galehout conduiras a la Dolerose Garde|et iluec le feras garder 	que tu conduiras le corps de gallehaut a la douloureuse garde	574
712	tant que je i viegne; 	tant que ie y uiengne/ 	575
713	et se l’en te demande 	et se len te demande 	576
714	qui t’i envoie, 	qui te y enuoie 	577
715	si diras « cil qui ot les ames blanches le jor 	si dis: celui |qui eut les blanches armes le iour	578|579
716	que li chastials fu conquis. » 	que le chasteau fut cenquis 	580
717|718	Et il li fiance |que tot ensi le fera il. 	et cefui lui promet. 	581
719	Lors prent Lancelos la lame par le plus gros chief, 	Lors prent lancelot la lame par le gros chief 	582
720|721	si tire de grant force |qu’a pou qu’il ne se deront tos, 	et la tire de si graut force 	583
722|723	si que li sans li vole par mi le nes et par mi la boche et li cors li sue d’anguoisse. |Mais por tote la destrece ne remaint	que a peu 	584
724	qu’il n’ait la tombe levee en haut à; mes nule dolors 	quil ne se derompt tout et tant que le corps lui sue dangoisse/ |mais nulle douleur 	585|586
725	qu’il eust onques ne monte rien a cele dolor 	quil eust |mais ne monte riens a celle douleur 	587|588
726	qu’il ot, 	qu il eust 	589
727	quant il vit le cors Galehout tot ensi armé com il estoit; 	quant il uist le corps de gallehaut tout arme ainsi |comme il estoit. 	590|591
728	si trova s’espee delés lui 	Si trouua son espee empres lui 	592
729|730	qui molt estoit et bone et clere; |et sans faille de l’espee meesmes se fust il ocis, 	qui tant estoit benne et belle. et sans faulte il sen eust occiz 	593
731	se la damoisele ne li eust tolue erraument. 	se la damoiselle ne lui eust ostee. 	594
732	Lors fist Lancelos une biere fere de fust 	Lors fist lancelot une biere de fust 	595
733|734	et la fist covrir des plus riches pailes de laiens, |et	et la fist couurir du plus riche drap de leans. 	596
735	quant il l’ot atornee al plus richement 	Quant il leust apointe le mieulz 	597
736|737	qu’il pot, li chevaliers prisons li dist: « Sire, fet il, |se l’en movoit tot de nuis, ce seroit sens. — 	qu il peut le cheualier prisonnier lui dist. Sire il seroit bon de emporter le corps de nuit. 	598
738|739	Por quoi ? fet il. — |Por ce	Pour quoy fait lancelot Pource fait il 	599
740	que, se li chevalier de cest païs savoient 	que se les cheualiers de ce pais sauoient 	600
741|742	que l’en len deust porter, il feroient gaitier les trespas |si qu’il seroit arestés en alcun lieu ; 	que len le deust emporter ilz feroient garder le trespas. 	601
743	et por ce vos loeroie je 	Et pour ce uous conseilleroie 	602
744	qu’il meust orendroit, 	que on partist 	603
745|746	kar il seroit bien eslongiés, |ains qu’il fust jors, XX. lieues englesches.	car il seroit bien eslongnie ains qu il feust iour dix lieues anglesches. 	604
747	Et il s’i acorde bien; 	Et il se y accorde/ 	605
748	si met la litiere sor Il. palefrois amblans 	si met la littiere sur deux pallefrois amblans 	606
749	et enportent ensi Galehout fors de sa region; 	et emportent ainsi gallehaut hors de la maison. 	607
750	si en font li frere grant duel 	Si en ont les freres grant deul 	608
751|752	et molt en sont corocié et dolenta de ce |que l’en l’enporte. 	et sont dolens 	609
753	Et Lancelos le convoie grant piece de nuis, plorant et regretant sa proesce et sa valor 	que on lemportoit. Lancelot le compartie uoie grant piece de la nuit plourant et plaignant|et regrettant sa prouesse et sa ualeur. 	610|611
754	et se ne fust la damoisele 	Et se ne feust la damoiselle 	612
755	qui avec lui estoit molt en eust plus fet	qui auec lui estoit moult en eust fait plus 	613
756	qu’il ne fist, 	quil ne faisoit: 	614
757	mais ele l’en detorna, 	mais elle len destourna. 	615
758	et il deffendi al chevalier 	Et lancelot commande au cheualier 	616
759	que il nel feist en terre metre devant 	qu il ne feust enterre 	617
760	que il fust venus. 	deuant quil uenist. 	618
761|762	Si se part atant li uns de l’autre |et il retorne a l’abeie, 	Si se depart de lui et retourne a la religien se couchier 	619
763|764	si se couche, c’onques la nuit ne volt mengier ne boivre por chose |que l’en li deist, 	et oncques ne uoulut la boire ne mengier. 	620
765	ains plora et dolosa tot adés; 		
766	si li anuioit molt li jors 	si lui ennuya moult le iour 	621
767	qui tant demoroit a venir. a Al matin, 	qui tant demouroit a uenir. |Et au matin 	622|623
768	si tost com li jors aparut, se leva	si tost comme le iour apparust se leua	624
769|770	et oi messe entre lui et la damoisele |et puis s’arma. 	et ouist messe lui et la damoiselle. 	625
771	Lors » li dist ele les noveles de Boort 	Lors elle lui dist nouuelles de boort 	626
772|773	et ce |qu’ele en avoit veu devant Honguefort, 	et que elle lauoit ueu deuant a honguefort 	627
774	et il en fu molt liés. 	et comment il le fait. 	628
775	Et ele li dist: « Sire, il vos vet querant 	et il en fut moult ioyeux. Aprez elle lui dit. Sire il uous ua querant 	629
776	ne jamés ne finera tant qu’il vos avra trové. — Damoisele, fet il, 	ne iamais ne finera deuant quil uous aura trouue. Damoiselle fait lancelot 	630
777|778	se vos le cuidiés trover ains de moi, je vos voldroie proier |que vos feissiés tant por moi 	se uous le trouuez auant que moy ie uous uouldroie prier 	631
779	que vos li portissiés ceste espee 	que uous lui porteissiez ceste espee 	632
780	qui fu mon seignor Galehout, 	qui fut a mon compaignen gallehaut 	633
781	et li dites 	et lui dictes 	634
782	qu’il la DOrt de par moi, 	quil la porte de par moy 	635
783	que molt est bone. » 	car elle est moult bonne et belle. 	636
784	Et ele dist 	Et elle dist	637
785	qu’ele le trovera par tens	que elle le trouuera par temps 	638
786	et bien fera cest message; 	et bien fera ce message. 	639
787	si s’en part atant de lui et il s’en vet droit vers le chastel de Floego, 	Si se part atant de elle |et sen ua uers le chasteau de florega 	640|641
788	si i vint a hore de prime. 	si y uint entour prime. 	642
789	Et il esgarde es pres defors la vile, 	et il regarde es prez hors la uille 	643
790|791	si voit molt grant gent entor le feu |ou l’en devoit ardoir la suer Meleagan», 	si y uist moult grant gent entour ung feu ou len deuoit ardoir la seur de meleagant. 	644
792	et quant il aperçoit le feu, 	Quant il apperceust le feu	645
793	si a poor de la damoisele. 	si eut grant paour de la damoiselle. 	646
794|795	Lors broche le cheval |et vint errant cele part 	Lors frappe le cheual des esperons 	647
796|797	tant com il puet del cheval traire. |Et quant il est venus jusque la, 	et uient celle part. 	648
798|799	si esgarde |et voit la damoisele 	et quant il uoit la damoiselle 	649
800	qui ja estoit amenee al feu por destruire, 	qui ia estoit amenee au feu pour destruire 	650
801	si estoit en pure sa chemise et le tenoient. VI. pautonier, trois d’une part et trois d’autre; 	laquelle estoit en une poure chemise |et la tenoient six pautenniers. trois de une part et trois dautre: 	651|652
