376	et le desarment. A cels paroles issi de laienz J. granz chevalier. 	et le desarment. A Ces paroles issi dune chambre .i. grant cheualier. 	402
377	et amenoit o lui grant compaingnie 	et menoit o lui grant compaignie. 	403
378	et estoit I. des plus biaux hom 	Et estoit .i. des plus biaux cheualiers. 	404
379	que Lanceloz eust onques veu, 	que lanc̃. eult ueuz. 	405
380	puis qu’il parti de Kamaalot, 	puis quil parti de kamaalot. 	406
381	et molt resambloit bien gentil home. 	Et molt resembloit bien gentil home. 	407
382	Et quant cil de laienz le voient venir, 	Et quant cil de laienz le uoient uenir 	408
383	si se lievent encontre lui 	si se lieuent encontre lui. 	409
384	et dient a Lancelot: « Sîre, veez ci le roi	Et dient a lanc̃. Sire uesci le roy 	410
385	qui vient. » 	qui uient. 	411
386	Lors se dresce Lanceloz 	Lors se dresce lanc̃. 	412
387	et dist 	et li dit 	413
388	que bien soit il venuz 	que bien soit il uenuz. 	414
389	et il li rant son salu 	Et il li rent son salu. 	415
390	et li gete les braz au col 	et li giete les braz au col 	416
391	et li dist: « Sire, 	et li dit. Sire 	417
392	tant vos avons desirré a veoir et a avoir 	tant uous auons disirre a ueoir|et a auoir 	418|419
393	que Deu merci or somes nos saisi de vos. 	que dieu merci or sommes sesis de uus. 	420
394	Et sachiez 	Et sachiez 	421
395	que nos en avions grant mestier, 	que nous en auions grant mestier. 	422
396	car tant a esté nostre païs deserté et essillié et li povre home perdu lor gaingnage 	Car tant a este nostre pays deserte et essillie |Et li poure home perdu lor gaaingnage : 	423|424
397	qu’il ert des ores mais bien droit, 	quil ert desormes bien droiz. 	425
398	s’il plest a Nostre Seingnor, 	sil plest a nostre seignor 	426
399	que lor pertes soient restorees 	que lor pertes soient restorees. 	427
400	et lor biens restabli 	Et lor biens restabliz 	428
401	dont il ont esté grant piece soufraiteux. » 	dont il ont este grant piece souffreteus. 	429
402	Lors s’asiet li uns delez l’autre 	Lors sassiet li uns delez lautre. 	430
403	et li demande li rois 	et demande li rois 	431
404	dont il est 	dont il est. 	432
		et comment il a a non. 	433
405	et conment il a non. — Lancelot del Lac, fait il. — 	Et il dit |quil a a non lanc̃. del lac. 	434|435
406	Or me dites, fait li rois, li rois Bans, li prodom 	Or me dites fet li rois. li rois ban. 	436
407	qui morut de duel, ne fu il vostre peres? — Sire, fait Lanceloz, oïl. — 	qui preudons estoit |qui morut de duel. ne fu il uostre pere. Sire fet lanc̃. oil. 	437|438
408	Par foi, fait li rois, 	par foi fet li rois. 	439
409	dont sui je touz aseur 	dont sui ie tout asseur. 	440
410	que par vos ou par chose 	que par uous. ou par chose 	441
411	qui de vos istra sera cil pais delivrez des estranges aventures 	qui de uous istra sera cist pays deliurez des estranges auentures.	442
412	qui i aviennent jor et nuit. » 	qui y auiennent iour et nuit . 	443
413	Lors vint avant une dame de si grant aage 	LOrs uint auant une dame. De si grant aage 	444
414	que bien pooit avoir C. anz;	que bien pooit auoir .C. anz. 	445
415	si apele le roi, 	Si apele le roy. 	446
416	si li dist: « Sire, je voil a vos parler. » Li rois se part de Lancelot 	et li dit. Sire ie uoil parler a uous. |Et li rois se part de lanc̃. 	447|448
417	et commande a ses chevaliers 	et commande a sses cheualiers. 	449
418	qu’il li facent compaingnie 	quil li facent compaignie. 	450
419	et il dient 	Et il dient 	451
420	que si feront il. 	que si feront il. 	452
421	Lors s’en vait o la dame en une chambre a et ele li dist, 	Lors sen uet o la dame en une chambre. |Et ele li dit 	453|454
422	quant il fu assis: « Sire, 	quant il fu assis. Sire 	455
423	que porrons nos fere de cest chevalier 	que porrons nous fere de cest cheualier. 	456
424	que Diex nos a amené ? — Je ne sai, fait il, 	que diex nous a amene. Ie ne sai fet il. 	457
425	que l’an an doie faire 	que len en doie fere fors 	458
426|427	fors qu’il avra ma fille a faire sa volenté. — |An non Dieu, fait la dame, je sai bien 	quil aura ma fille a faire sa uolente. En non dieu fet la dame. ge sai bien. 	459
428	qu’il ne la voldra mie panre, 	quil ne la uoldra mie prendra 	460
429	quant l’an li offerra, 	quant len li offerra. 	461
430	car il aimme tant la roine, la fame le roi Artu, 	Car il aime tant la royne la fame le roy artur 	462
431	qu’il ne voldroit avoir nule autre, 	quil ne uoldroit auoir nule autre. 	463
432	et par ce couvandra il	Et par ce couendra il 	464
433	que Pan le face si saigement 	que len le face si sagement. 	465
434	qu’il ne s’en aperçoive. — 	quil ne sen apercoiue. 	466
435	Or an esploitiez, fait li rois, 	or en esploitiez fet li rois. 	467
436	si com vos voudrez, 	si comme uous uoudrez.	468
437	car il covient	Car il couient 	469
438	qu’il soit fait. — 	quil soit fet. 	470
439	Or ne vos entremetez plus, fait la dame,	Or ne uous en entremetez plus fet la dame. 	471
440	car j’en vendrai bien a chief. » 	Car gen uendrai bien a chief. 	472
441	Lors entre li rois en la sale 	Lors entre li roys en la sale 	473
442	et vient a Lancelot 	et uient a lanc̃. 	474
443	por faire lui compaingnie; 	pour fere lui compaignie.	475
444	si parolent li uns a l’autre 	si parole li uns a lautre 	476
445	et s’entracointent au plus bel 	et sentracointent au plus bel 	477
446	qu’il pueent. 	que il pueent. 	478
447	Si li demande Lanceloz 	si li demande lanc̃. 	479
448	conment il a non 	comment il a a non. 	480
449	et il dist 	Et il dit 	481
450	que l’an l’apele Pellés de la Terre Foreinne. Endementres 	que len lapele pelles de la terre foraine. ENdementiers 	482
451	qu’il parloient einsi, 	quil parloient einssi. 	483
452	si resgarde Lanceloz 	si regarde. lanc̃. 	484
453	et voit laienz entrer par une fenestre le coulon 	et uoit laienz entrer le colomb 	485
454	que mes sire Gauvain. avoit veu autre foiz 	que misire .G. auoit ueu autre foiz. 	486
455	et portoit en son bec I. encensier d’or molt riche. 	Et portoit en son bec .i. encencier dor molt riche. 	487
456	Et si tost com il fu laienz entrez,	Et si tost comme il fu laienz entrez	488
457	si fu li palais repleniz de totes les bonnes odors 	si fu li pales raempliz de toutes les bones odors. 	489
458	que cuers d’ome porroit penser. 	que cuer porroit penser. 	490
459	Et lors se turent par laienz, 	Et lors se turent tuit par laienz. 	491
460	qu’il n’i ot celui 	quil ni ot cil 	492
461	qui mot deist, 	qui mot deist. 	493
462	ainz s’agenoillierent, 	Ainz sagenoillent 	494
463	quant il virent le coulon venir.	quant il uirent le colomp uenir.	495
464	Et il entra maintenant en une chambre. 	Et il entra maintenant en une chambre. 	496
465	Lors saillent li sergent et metent les napes sus les dois, 	Lors saillent li seriant et metent les napes sus les doiz. 	497
466	si s’asieent li un et li autre 	si sassient li un et li autre. 	498
467	sanz ce 	sans ce 	499
468	que nus i deist mot 	que nus i deist mot. 	500
469	ne nus n’i fu apelez. 	ne nus ni fu apelez. de ceste chose. 	501
470	De ceste chose se merveille molt Lanceloz, 	se merueille molt lancelot. 	502
471	si fait autel come li autre 	si fet autel comme li autre 	503
472	et l s’asiet devant le roi 	Et sassiet deuant le roy. 	504
473	et voit 	Et uoit 	505
474	qu’il sont tuit em prieres et en oroison 	quil sont tuit em proieres et en orisons. 	506
475|476	et il fait autel |comme li autre font. 	et il fet autel comme li autre font. 	507
477	Aprés ce qu’il furent assis ne demora gueres 	APres ce |quil furent assis ne demora gueres 	508|509
478	qu’il vit issir d’unne chambre une damoisele 	quil uirent uenir dune chambre la damoisele 	510
479	que mes sire Gauvain ot tant resgardee,	que monseignor .G. ot tant regardee. 	511
480	si fu si bele et si avenanz de toutes choses 	si fu si bele et si auenant de toutes choses. 	512
481	que Lanceloz meesmes dist bien 	que lanc̃. meismes dist bien. 	513
482	que onques mais a fame ne vit si grant biauté, 	que onques mes en fame ne uit si grant biaute. 	514
483	se ne fu en sa dame la roine 	se ne fu en sa dame la royne. 	515
484	et dist 	Et dist 	516
485	que voir li disoit cele 	que uoir li dist cele 	517
486	qui laienz l’avoit amené. Il resgarde le vessel	qui laienz lauoit amene. il regarde le uessel. 	518
487	que la damoisels tenoit entre ses mains 	que la damoisele tenoit entre ses .ii. mains. 	519
488	qui est li plus riches a sou esciant 	qui est li plus riche a son escient 	520
489	qui onques fust veuz par home mortel 	qui onques fust ueu. par home mortel. 	521
490	et estoit fait en samblant de galice : 	Et estoit fez en semblance de galice. 	522
491	si li est avis, 	Si li est auis 	523
492	et bien le croit, 	et bien le croit	524
493	que ce soit sainte chose et dingne; 	que ce soit sainte chose. et digne. 	525
494	si conmança les mains a joindre encontre et a encliner le piteusement. 	si commence a ioindre les mains encontre. |et a encliner le piteusement. 	526|527
495	Et ausi com la dame passoit? par mi les dois s’agenoille chascuns devant le saint vessel 	Einssi comme la damoisele passoit parmi les dois. sagenoille chascun deuant le saint uaissel. 	528
496	et il si fait ausi. 	et il si fet aussi. 	529
497	Maintenant furent les tables raemplies de touz les biax mengiers 	maintenant furent les tables raempliees de touz les biaus mengers	530
498	que l’an savroit deviser 	que len sauroit deuiser. 	531
499	et li palais fu raempliz de si bonnes oudors 	et li pales fu raempliz de si bones odors. 	532
500	com se toutes les bonnes espices i fussent del monde espandues. 	comme se toutes les espices del monde i fussent espandues. 	533
501	Quant la damoisele fu une foiz alee par les dois. 	quant la damoisele fu une foiz alee par les dois 	534
502	si s’an torne droit a la chambre 	si sen retorne droit a la chambre 	535
503	dont ele estoit venue. 	dont ele estoit uenue. 	536
504	Quant ele s’an fu alee, li rois Pellés dist a Lancelot: « 	et quant ele sen fu alee. li rois pelles dist a lanc̃. 	537
505	Certes, sire, je avoie molt grant paor 	Certes sire ge auoie molt grant paour 	538
506|507	que la grace Nostre Seingnor ne fausist a cest cop tot |ausi 	que la grace nostre seignor fausist a cest cop. aussi 	539
508	com ele fist avant ier, 	comme ele fist auant ier. 	540
509	quant mes sire Gauvain fu çaienz. » — 	quant monseignor .G. fu caienz. 	541
510	Biau sire, fait Lanceloz, il n’est mie mestier que Nostre Sires 	Biau sire fet lancelot il nest mie mestier. qe nostre sires 	542
511	qui tant est debonnaires soit toz jorz couroueiez a ses pecheors. » 	qui tant est debonaires. |soit touzdiz correciez a ses pecheors. 	543|544
512	Quant li rois ot mengié par loisir, 	quant il orent maingie tout par loisir. 	545
513	si leverent les napes 	si leuerent les napes. 	546
514	et li rois demande a Lancelot 	Et li rois demande a lanc̃. 	547
515	qu’il li samble del riche vesse! 	quil li semble del riche uessel 	548
516	que la damoisele aporta. « Il me samble, fet il, 	que la damoisele aporta. Il me semble fet il. 	549
517|518	que de damoisele ne vi je onques si bele; |de dame ne di je mie.» 	que damoisele. ne ui ge onques si tres bele. de dame ne di ge mie. 	550
519	Quant li rois entant ceste parole, 	Quant li rois ot ceste parole 	551
520	si pense tantost a ce 	si pense tantost a ce 	552
521	qu’il ot oï de la roine Genievre 	quil ot oi de la royne genieure. 	553
522	et bien croit 	Et bien croit 	554
523	que ce soit voirs 	que ce soit uoir de ce 	555
524|525	que l’an li|ot dit. 	que len li ot dit. 	556
526	Si vient a Brisane, la mestresse sa fille, cele 	Si uient a brisanne la mestresse sa fille cele	557
527|528	qui devant avoit |a lui parlé, 	qui deuant auoit a lui parle. 	558
529	et li conte ce 	et li conte ce 	559
530	qu’il ot respondu de sa fille. « Sire, fait ele. iel disoie bien. 	quil ot respondu de sa fille. Sire fet ele ge le disoie bien. 	560
531	Or m’atandez l. poi 	Or uus atendez .i. poi. 	561
532	et je irai a lui parler. » Ele vient a Lancelot 	et girai a lui parler. |Et ele uient a lanc̃. 	562|563
533	et li conmance a demander noveles del roi 	et li commence a demander noueles del roy. 	564
534	et li dist teles 	Et il li dit teles 	565
535	com il les set de la roine. « Sire, fait ele, ce ne vos demant je mie, 	comme il les set. |De la royne sire fet ele ne uous demant ge mie. 	566|567
536	qu’il n’a gueres 	Car il na gueres 	568
537	que je la vi sainne et joieuse. » 	que ie la ui. saine et ioieuse 	569
538	Et il tressaut touz de joie, 	Et il tressaut touz de ioie de ce 	570
539	quant il l’oit parler ; 	quil en ot parler. 	571
540	se li demande 	Si li demande. 	572
541|542	ou ele la vit. « Sire, fait ele, |ci pres a Il. liues 	ou ele la uit. Sire fet ele ci pres a .ii. lieues 	573
543	ou ele gerra anuit. — Dame, fait il, vos me gabez! — 	ou ele gerra anuit. Dame: fet il uous me gabez. 	574
544	Si m’aïst Diex, fait ele, no fas; 	Si mait diex sire non faz.|Et pour ce 	575|576
545|546	et por ce que vos m’en creoiz mielz, venez o moi |et je la vos monsterrai. — 	que uous men croiez miex. uenez o moi et ge la uous mousterrai. 	577
547	Certes, dame, fait il, volentiers. » 	Certes dame fet il uolentiers. 	578
548	Lors envoie querre ses armes 	LOrs enuoie querre ses armes. 	579
549	et cele vait? endementres au roi 	Et cele uient endementiers au roy. 	580
550	qui l’atandoit en la chambre. Il li demande 	qui latendoit en la chambre. il li demande 	581
551	conmant ele a esploitié. « Faites tost, fait ele, vostre fille monter 	comment ele a esploitie. fetes tost fet ele uostre fille monter 	582
552	et l’anvoiez a la Quasce au plus tost 	et lenuoiez a la quase le plus prochain chastel	583
553	que vos porrez, 	que uous aiez. 	584
		Et la fetes couechier el plus riche lit 	585
		que len porra fere. 	586
554	et je irai aprés entre moi et Lancelot 	Et ge irai apres moi et lanc̃. 	587
555	et li ferai antandant, 	Et li ferai entendant 	588
556	quant nos serons la,	quant nous serons la. 	589
557	que ce est la roine. 	que ce est la royne. 	590
558	Et je ai aparillié J. tel boivre	Et ge ai appareillie .i. tel boiure 	591
559	dont je li donrai 	dont ie li dorrai. 	592
560	et puis qu’il en avra beu et la force li sera montee el cervel, 	Et puis|quil en auͣ beu. 	593|594
561	ge ne dout mie 	et la force li sera montee el ceruel. ge ne dout mie 	595
562	qu’il ne face ma volenté tote 	quil ne face toute ma uolente. 	596
563	et ansi porra avenir 	Et einssi porra auenir 	597
564	quanque nos alons querant.» Li rois fait sa fille aparillier 	quanque nous alons querant. |Et li rois fet sa fille appareillier et monter. 	598|599
565	et li baille XX. chevaliers 	Et li baille .xx. cheualiers. 	600
566	qui la conduiront au chastel de la Quasse. 	qui la conduiront au chastel. de la qase. 	601
567	Et quant il vindrent la	Et quant il furent la 	602
568	et il furent descendu, 	et il furent la. |et il furent descendu. 	603|604
569	si firent faire en une sale le plus riche lit 	si firent fere en une sale le plus riche lit 	605
570	que l’an pot 	que lem pot 	606
571	et s’i coucha la damoisele, 	puis si choucha la damoisele.	607
572	puis que cil voldrent 	puis que cil uoldrent 	608
573	qui ? laienz l’avoient amenee. 	qui laienz lauoient amenee 	609
574	Et Lanceloz ot prises ses armes 	Et lanc̃. ot prises ses armes. 	610
575	et monta en son cheval 	et monta en son cheual. 	611
576|577	et s’em part |et il laisse cele 	et sen part et lesse cele 	612
578	qui l’i avoit amené, ? 	qui li auoit amene. 	613
579	si chevauchent tant entre lui et Brisanne 	si cheuauche tant entre lui et brisane	614
580	que il vindrent au chastel de la Quasse. 	quil uindrent au chastel de la quasse. 	615
581	Quant il i furent venu, 	Et quant il furent la uenuz. 	616
582	si estoit nuiz oscure 	si estoit nuit oscure. 	617
583	ne la lune n’ert pas encore levee. Il descendent 	Ne la lune nestoit pas encore leuee. il descendent. 	618
584	et Brisane le moinne en I. chambre 	Et brisane le maine en une chambre 	619
585	ou li chevalier estoient; 	ou li cheualiers. estoient. 	620
586	et quant il le voient venir, 	Et quant il le uoient uenir. 	621
587	si se drecent encontre lui 	si se drescent encontre lui.	622
588	et dient 	Et li dient 	623
589	que bien soit il venuz, 	que bien soit il uenuz. 	624
590	si le desarment. Laienz avoit molt grant clarté, 	si le desarment et laienz auoit molt grant clarte. 	625
591	car il i avoit bien dusqu’a XX. cierges alumez. 	Car il y auoit bien iusqua .xx. cierges alumez. 	626
592	Et Brisane 	Et brisane 	627
593	qui ot une soue pucele acointie de ce 	qui ot une seue pucele acointiee de ce	628
594	qu’ele voloit faire li ot baillies les poisons 	quele uoloit fere. |et li ot bailliees les poisons. 	629|630
595	et li dist: « 	Et li dit	631
596	Quant tu orras 	quant tu orras 	632
597	que je demanderai boivre, 	que ge demanderai boiure. 	633
598	si en aporte plainne coupe et le donne a Lancelot 	Si en aporte plaine colpe.|Et la donne a lanc̃. 	634|635
599	ne nul autre ne li aporte 	Et nule autre ne li aporte tant	636
600	tant com il voille boivre » 	comme il uoille boiure. 	637
601	et ele dist: « Volentiers. » 	Et ele dit uolenters. 	638
602	Quant Lanceloz fu desarmez, 	quant lanc̃. fu desarmez.	639
603	si ot talant de boivre a ce qu’il ot eu chaut a venir: 	si ot talent de boiure pour ce |quil ot en chaut au uenir. 	640|641
604	si demande 	Si li demande 	642
605	ou est sa dame la roine. » Sires, fait ele, ele est en cele chambre 	ou est sa dame la royne. Sire fe ele ele est en sa chambre. 	643
606	et est ja endormie au mien esciant. » 	Et est ia endormie au mien escient 	644
607	Et il demande le vin et la damoisele	Et il demande le uin. |Et la damoisele 	645|646
608	a cui il avoit esté conmandé aporte le boivre 	A qui il auoit este commande. Aporte le boiure 	647
609|610	qui plus estoit clers |que fontainne et de coulor a vin. La coupe n’ert pas grant, 	qui plus estoit cler que fontaine. et de couleur a uin. la coupe niert pas grant. 	648
611	si fu toute plainne; 	si laporte toute plaine. 	649
612	et il ot talant de boivre et la dame li dist: « Sire, buvez tout, 	Et il ot talent de boiure. |Et la dame li dist. Sire: 	650|651
		or beuez tout. 	652
613	car il ne vos fera ja se bien non, 	Car il ne uous fera ia |se bien non. 	653|654
614	car je cuit 	quar ge cuit 	655
615	que vos ne beustes onques mais de tel. » 	que uous ne beustes onques mes de tel. 	656
616	Et il prant la coupe et la boit toute plainne 	Et il prent la coupe 	657
617	et troeve la poison bonne et douce, 	et la boit toute plaine. et trueue la poison bone et douce. 	658
618	si en demande encore autant 	Si en demande encore autant. 	659
619	et cele li aporte 	et cele li aporte. 	660
620	et il boit tout outre.	Et il boit tout outre. 	661
621	Lors est envoisiez et plus emparlez 	Lors est enuoisiez et|puis emparlez 	662|663
622	qu’il ne selt; 	que il ne seult. 	664
623	si dist a Brisane 	Si dist a brisane 	665
624	conment il porra veoir sa dame la roine. 	comment il porroit parler a sa dame la royne. 	666
625|626	Ele le resgarde|et voit ja 	Et ele le regarde et uoit 	667
627	qu’il est touz muez, 	quil iert ia muez. 	668
628	car il ne set ou il est 	Car il ne set |ou il est.	669|670
629	ne conment il vint laienz, 	ne |comment il uint laienz. 	671|672
630	ainz cuide vraiement estre en la cité de Kamaalot 	ainz cuide uraiement estre en la cite de kamaalot. 	673
631|632	et li est avis |qu’il parole a une dame 	Et li est auis quil parole a une dame 	674
633	qui toz dis faisoit compaingnie a la roine, 	qui fesoit ades compaignie a la royne. des le iour 	675
634	des lors que la dame de Meloaut fu morte. 	que la dame de melloan fu morte. 	676
635	Et quant ele le voit si afolé 	Et quant ele le uoit si afole. 	677
636	et qu’ele connoist bien 	Et ele uoit 	678
637	qu’il porra estre legierement deceuz, 	quil porra legerement estre de ceuz. 	679
638	si dist: « Sire, ma dame puet ja bien estre endormie. 	Si li dit. Sire madame puet bien ia estre endormie. 	680
639|640	Que demorez vos tant |que vos n’alez a li ? — 	que demorez uous tant que uous nalez a li. 	681
641	Por ce, fait il,	por ce fet il. 	682
642|643	qu’ele ne me mande mie, |n’i voil je mie aler : 	qu ele ne me demande mie ni ueul ge pas aler 	683
644|645	mais|s’ele me mandoit, je i iroie. — Enon Dieu, fait ele, vos en orrez. par tans noveles. » 	Mes sele me mande ge iroie. En non dieu fet ele. uous en orrez par tens noueles. 	684
646	Lors entre en la chambre et fait samblant 	Lors entre en la chambre. |et fet semblant 	685|686
647	qu’ele ait parlé a la roine, 	quele parole a la royne	687
648	puis vient a Lancelot	puis reuient a lanc̃. 	688
649	et li dist: « Sire, ma dame vos atant et vos mande	et li dit. Sire madame uous atent |et uous mande 	689|690
650	que vos ailliez a li parler. » 	que uous ailliez a li parler. 	691
651	Et il se fait maintenant deschaucier 	Et il se fet maintenant deschaucier 	692
652	et entre en la chambre em braies et en chemise et vient au lit 	et entre en la chambre. |o brisane embraies 	693|694
		et en chemise. 	695
653	et se couche avec la damoisele. conme cil 	Et uient au lit. |et se couche o la damoisele comme cil 	696|697
654	qui cuide 	qui cuide 	698
655	que ce soit la roine. 	que ce soit la royne. 	699
656	Et cele 	Et cele 	700
657	qui riens ne desirroit fors avoir celui de cui terrienne chevalerie estoit enluminee le reçoit liee et joieuse 	qui riens ne desirroit. |fors auoir celui de qui terrienne cheualierie. estoit enluminee. 	701|702
		si le recoit lie et ioieuse 	703
658	et il li faisoit tel joie 	et il li fesoit tel ioie. 	704
659	et tel feste com il faisoit a sa dame la roine. 	et tel feste. |comme il fesoit a sa dame la royne. 	705|706
660	Einsinc sont mis ensemble le millor chevalier et le plus bel 	Einssi sont mis ensemble li meileur cheualier. et le plus bel 	707
661	qui or fust et la plus bele pucele et de haut lignage 	qui lors fust.|Et la plus bele pucele et del plus hault lingnage 	708|709
662	qui fust alors; 	qui fust a celui tens. 	710
663	si se desirrent par diverses entancions, 	si se desirrent par diuers entencions. 	711
664	car ele ne le fait mie tant por la biauté de celui 	Car ele ne le ferait mie tant pour la biaute de celui. 	712
		ne pour la luxure. 	713
665	ne por luxure ne por eschaufement de char come ele fait por le fruit recevoir 	ne pour leschauffement |comme. ele fet pour le frius receuoir. 	714|715
666	dont toz li païs doit venir a sa premiere biauté, 	dont tout le pays doit uenir a sa premiere loiaute. 	716
667	qui par le dolereux cop de l’espee as estranges ranges avoit esté desertez et essilliez, 	qui par le doulereus cop del lespee as estranges renges auoit este desertee et essilliee.	717
668	si com il devise apertement en la Queste del Graal. 	si comme il deuise apertement en la queste del saint graal. 	718
669	Et cil la desirroit tout en autre manniere, 	Et cil le desirroit tout en autre maniere. 	719
670	car por sa biauté ne la couvoitoit il pas, 	que pour sa biaute ne la couoitoit il pas. 	720
671	mais il cuida 	mes il cuida 	721
672	que ce fust sa dame la roine 	que ce fust sa dame la royne. 	722
673	et par ce fu il eschaufez 	Et par ce fu il eschauffez. 	723
674	qu’il la connut ausinc 	quil la connut 	724
675|676	com Adam fist sa fame, |mes non mie en tel maniere, 	comme	725
677	car Adam connut sa famei leaument et par le conmandement Nostre Signor; 	adam fist sa fame tot aussi loiaument.et par le commandement nostre seignor.	726
678	et cil connut ceste ? em pechié	Et cil connut a estre empechie. 	727
679	et en avoutire et contre Deu et encontre Sainte Eglyse, 	et en auoltire. et contre dieu.|et encontre sainte eglyse. 	728|729
680|681	et neporquant li Sires |en 	Et ne pour quant. li sires en qui toute pitie habonde toziorz. 	730
682|683	qui tote pitié abite |et qui ne juge mie selon les faiz as pecheors resgarda ceste assamblee 	et qui selonc le fet des pecheors. regarda ceste asemblee. 	731
684	selonc le preu a ceus del païs com cil 	selonc le preu a ceus del pays. |comme cil. 	732|733
685	qui ne voloit mie 	qui ne uoloit mie 	734
686	qu’il fussent touz dis en essil: 	quil fussent touziors en essil. 	735
687	si lor donna tel fruit engendrer et concevoir 	Si lor dona tel fruit engendrer et conceuoir. 	736
688	que por la flor de virginité 	que pour la flor de uirginite 	737
689|690	qui iluec ! fust corrumpue |et violee fu recouvree une autre flor 	qui il leur fu corrompue et uiolee. fu recouree une flor. 	738
		de 	739
691	de cui bien et de cui tandror » mainte terre fu replenie et rasouagie; 	qui bien|et de qui douceur mainte terre fu replanie et assouagiee. 	740|741
692	qu’ausinc com l’Estoire del saint		
693|694	Graal nos fait antandant, |de ceste flor perdue fu restorez Galaad, li virges, li tres bons chevaliers, 	quar einssi comme lestoire del saint graal. nous fet entendant de ceste flor perdue. fu restorez Galaad. li uierges li tres bons cheualiers. 	742
695|696	cil |qui les aventures del saint Graal mist a fin 	Cil qui les auenture del saint graal mist as fin. 	743
697	et s’asist el perilleus siege de la Table Reonde	Et sassist el perilleus lieu de la table reonde 	744
698	ou onques chevaliers ne s’estoit assis 	ou onques cheualiers. ne sestoit assis. 	745
699	qui ne fust morz. 	qui ne fust morz. 	746
700	Et tout		
701|702	ainsi com li nons de Galaad avoit esté perduz en Lancelot par eschaufement de luxure, |tout ansi fu recouvrez en cestui par atenance de char : 	Et tout ausi li nons de galaad auoit este perduz en lanc̃. par eschauffement de luxure. tout aussi fu en cestui recouurez par absstenance de char. 	747
703	car il fu virges en volenté et en oevre jusqu’a la mort, 	Car il fu uierges en uolente. et en oeure iusqua la mort. 	748
704	si com l’estoire le devise. 	si comme lestoire le deuise. 	749
705	Einsine fu recouvree flor pour flor, 	Einssi fu recouree flor pour flor. 	750
706	car en sa nessance fu flor de pucelage estainte et maumise: cil 	Car en sa naissance. fu flor de pucelaige estainte. et maumise. 	751
707	qui puis fu flor et mireor de chevalerie, il fu restorez par le conmun assamblement; 	qui puis fu flor de cheualerie. il fu restorez par le commun assemblement. 	752
708	et se virginitez fu empirie en ce 	Et se uierginitez fu empoiriee en ce 	753
709	qu’il fu conceuz, bien en fu li mesfaiz amandez en sa vie par sa virginité 	qui fu conceuz bien en fu li mesfez amendez en sa uie. |par sa uierginitez. 	754|755
710|711	qu’il randi sainne |et antiere a son Sauveor, 	qu il rendi saine et entiere a son sauueor 	756
712	quant il trespassa del siecle, 	quant il trespassa de cest siecle. 	757
713	et par les granz biens 	Et par les granz biens 	758
714	qu’il fist en sa vie, 	quil fist en sa uie. sont auques estaint li pechie. 	759
715	Si se taist ores li contes de lui 	Si se test ore li contes de lui 	760
716	et retorne a Lancelot 	et retorne a lanc̃. 	761
717	qui toute la nuit jut o la damoisele ; 	qui toute la nuit iut o la damoisele 	762
718	se li toli le non 	Si li toli le non 	763
719|720	a cui ele ne pot puis vraiement recouvrer, |car	a quoi ele ne pot puis recouurer. 	764
721|722	se l’an la poïst au soir apeler pucele, |cil nons li fu i changiez en damoisele a l’andemain. 	Car len la pooit au soir apeler pucele. si li fu ses nons changiez a la damoisele. lendemans. 	765
723	Quant » li jorz aparut, 	Quant li iors apparut. 	766
724	si s’esveilla Lanceloz 	si se leua lanc̃. 	767
725	et resgarda entor lui, 	et regarda entour lui. 	768
726	mes il ne vit point de clarté, 	Mes il ni uit point de clarte. 	769
727	car toutes les fenestres estoient si estoupees 	Car toutes les fenestres estoient si estopees. 	770
728	que li soulauz n’i pooit entrer poi ne grant. 	quil|ni pooit soleil entrer ne poi ne grant. 	771|772
729	Lors se merveille 	Lors se merueille ou il est. 	773
730	ou il est et taste tout entor lui 	et taste tout entour lui. 	774
731	et troeve la damoisele; 	et trueue la damoisele. 	775
732	se li demande 	Si li demande 	776
733	qui ce est, 	qui ce est. 	777
734	et il estoit ja revenuz en son mimoire, 	Et il estoit isi reuenuz en son memoire. 	778
735	car la force de la poison estoit faillie, 	Car la force de la poison estoit failliee des lors 	779
736	des lors que il connut la damoisele charnelment. 	que il connut la damoisele. 	780
737	Et ele li dist: « Sire, je sui J. damoisele, fille au roi Pellés de la Terre Foreinne. , 	Et ele li dit. Sire ge sui une damoisele. fille au roy pelles de la terre foraine. 	781
738	Quant il l’antant,	quant il lentent. 	782
739	si perçoit maintenant 	si sacercoit maintenant 	783
740	comment il a esté deceuz; 	que il a este deceuz. 	784
741	si saut dou lit tant dolanz 	Si sault del lit tant dolenz 	785
742	que nus plus 	que nus plus. 	786
743	et prant sa chemise et ses braies	et prent sa chemise et ses braies. 	787
744|745	et se vest |et chauce 	et se uest en chauce. 	788
746	et prant ses armes. 	et prent ses armeures. 	789
747|748	Quant il fu touz |armez, il vient a la chambre 	Et quant il fu armez. il uint en la chambre 	790
749	ou il avoit geu et ouvre les fenestres ; 	ou il ot geu.|et oeure les fenestres 	791|792
750	et quant il voit cele 	et quant il uoit cele. |si pense 	793|794
751	par cui il a esté deceuz, 	que il a este deceuz. 	795
752	si est tant dolanz 	Si est tant dolenz 	796
753	qu’il cuide bien issir del sans ; si panse 	quil quide bien issir del senz. |si pense 	797|798
754	qu’il s’en vengera orandroit sanz plus atandre. 	quil sen uengera orendroit sanz plus atendre. 	799
755	Lors traist l’espee 	Lors a trete lespee 	800
